Id,Label,timeset,componentnumber
"Rodríguez, J.S.","Rodríguez, J.S.",,1
"Revelo, H.V.","Revelo, H.V.",,1
"Capel, M.I.","Capel, M.I.",,1
"Veriñaz Jadan, H.I.","Veriñaz Jadan, H.I.",,1
"Martinez Vera, C.R.","Martinez Vera, C.R.",,1
"Espinoza, J.R.","Espinoza, J.R.",,1
"Astudillo, E.","Astudillo, E.",,1
"Romero, D.G.","Romero, D.G.",,1
"Peralta, J.A.","Peralta, J.A.",,1
"Semanjski, I.","Semanjski, I.",,1
"Buckingham Shum, S.","Buckingham Shum, S.",,1
"Alruhaily, N.","Alruhaily, N.",,17
"Mera-Gómez, C.","Mera-Gómez, C.",,17
"Chothia, T.","Chothia, T.",,17
"Aguilera, C.","Aguilera, C.",,1
"Toledo, R.","Toledo, R.",,1
"Vivas-Cortez, M.","Vivas-Cortez, M.",,42
"García, C.","García, C.",,42
"Barzola, J.","Barzola, J.",,45
"Rubini, L.","Rubini, L.",,45
"Azócar, L.A.","Azócar, L.A.",,41
"Gobeyn, S.","Gobeyn, S.",,26
"Volk, M.","Volk, M.",,26
"Carvajal, J.A.","Carvajal, J.A.",,1
"Ramírez, F.","Ramírez, F.",,17
"Martínez-Maldonado, R.","Martínez-Maldonado, R.",,1
"Aray, Y.","Aray, Y.",,46
"Parra, J.G.","Parra, J.G.",,46
"Jiménez, D.M.","Jiménez, D.M.",,46
"Ludena, E.V.","Ludena, E.V.",,46
"Paredes, C.","Paredes, C.",,46
"Aguilera, C.A.","Aguilera, C.A.",,1
"Aguilera, F.J.","Aguilera, F.J.",,1
"Cadena, A.","Cadena, A.",,1
"Carvajal, R.","Carvajal, R.",,1
"Guaman, B.","Guaman, B.",,1
"Barzola, V.E.","Barzola, V.E.",,1
"Recalde, A.A.L.","Recalde, A.A.L.",,47
"Cervantes, D.","Cervantes, D.",,47
"Falcones, S.","Falcones, S.",,47
"Ochoa, K.","Ochoa, K.",,1
"Sacarelo, C.","Sacarelo, C.",,1
"Pita, O.","Pita, O.",,1
"Ayyanar, R.","Ayyanar, R.",,47
"Calderon, C.","Calderon, C.",,20
"Gomez, J.","Gomez, J.",,6
"Romero-Arguello, J.","Romero-Arguello, J.",,6
"Guerrero, E.","Guerrero, E.",,6
"Figueroa, J.","Figueroa, J.",,6
"Suarez, C.","Suarez, C.",,6
"Medina, W.","Medina, W.",,6
"Astaiza, E.","Astaiza, E.",,6
"Jojoa, P.","Jojoa, P.",,6
"Ortiz, J.","Ortiz, J.",,6
"Londono, J.","Londono, J.",,6
"Carvajal Ayala, J.A.","Carvajal Ayala, J.A.",,1
"Dias, P.","Dias, P.",,1
"Moreira, A.P.","Moreira, A.P.",,1
"Ramirez-Aguilera, A.M.","Ramirez-Aguilera, A.M.",,1
"Vlacic, L.","Vlacic, L.",,1
"Irving, V.C.","Irving, V.C.",,48
"Harlyn, P.O.","Harlyn, P.O.",,48
"Marjorie, C.T.","Marjorie, C.T.",,48
"Washington, V.V.","Washington, V.V.",,48
"Jimmy Banchon, Z.","Jimmy Banchon, Z.",,1
"Palma Olate, J.M.","Palma Olate, J.M.",,49
"De Paula Carvalho, L.","De Paula Carvalho, L.",,49
"De Castro Golcalves, A.P.","De Castro Golcalves, A.P.",,49
"Galarza Morales, C.E.","Galarza Morales, C.E.",,49
"Marcorin De Oliveira, A.","Marcorin De Oliveira, A.",,49
"Vandenheste, S.","Vandenheste, S.",,4
"Alcivar, I.","Alcivar, I.",,1
"Bronselaer, A.","Bronselaer, A.",,21
"De Mol, R.","De Mol, R.",,21
"Suárez, S.","Suárez, S.",,1
"Vergara, C.","Vergara, C.",,1
"Greer, J.","Greer, J.",,1
"Molinaro, M.","Molinaro, M.",,1
"Mckay, T.","Mckay, T.",,1
"Weibel, N.","Weibel, N.",,1
"Oviatt, S.","Oviatt, S.",,1
"Armijos, A.F.","Armijos, A.F.",,1
"Ullón, R.H.","Ullón, R.H.",,1
"Maya, R.D.","Maya, R.D.",,1
"Romero, J.A.","Romero, J.A.",,1
"Velasquez, F.","Velasquez, F.",,6
"Vélez, C.","Vélez, C.",,6
"Kortum, M.","Kortum, M.",,6
"Gómez, J.","Gómez, J.",,6
"Quiñonez, Y.","Quiñonez, Y.",,1
"Sanga, B.R.","Sanga, B.R.",,1
"Villavicencio, A.M.","Villavicencio, A.M.",,1
"Alvia, S.V.","Alvia, S.V.",,1
"Medina, C.V.","Medina, C.V.",,1
"Jadan, H.I.V.","Jadan, H.I.V.",,1
"Vera, C.R.M.","Vera, C.R.M.",,1
"Intriago, R.P.","Intriago, R.P.",,1
"Salgado, W.G.","Salgado, W.G.",,1
"Hidalgo, J.I.","Hidalgo, J.I.",,1
"Aguilar, P.A.","Aguilar, P.A.",,1
"Echeverría, V.","Echeverría, V.",,1
"Garcia, K.C.","Garcia, K.C.",,1
"Cevallos, J.","Cevallos, J.",,1
"Vargas, G.","Vargas, G.",,1
"Wong-Villacrés, M.","Wong-Villacrés, M.",,1
"Ortiz, M.","Ortiz, M.",,1
"Kouki, A.","Kouki, A.",,16
"Sen, R.","Sen, R.",,1
"Quercia, D.","Quercia, D.",,1
"Ruiz, C.V.","Ruiz, C.V.",,1
"Gummadi, K.P.","Gummadi, K.P.",,1
"Aguirre-Munizaga, M.","Aguirre-Munizaga, M.",,50
"Gomez, R.","Gomez, R.",,50
"Aviles, M.","Aviles, M.",,50
"Vasquez, M.","Vasquez, M.",,50
"Recalde-Coronel, G.","Recalde-Coronel, G.",,50
"Espinoza-Mina, M.A.","Espinoza-Mina, M.A.",,51
"Suárez-Riofrío, P.L.","Suárez-Riofrío, P.L.",,51
"Poujol, J.","Poujol, J.",,1
"Danos, E.","Danos, E.",,1
"Chavez, T.","Chavez, T.",,6
"Cevallos, O.","Cevallos, O.",,6
"Forio, M.A.E.","Forio, M.A.E.",,26
"Van Echelpoel, W.","Van Echelpoel, W.",,26
"Brusilovsky, P.","Brusilovsky, P.",,1
"Sharples, M.","Sharples, M.",,1
"Alves, G.R.","Alves, G.R.",,1
"Ternier, S.","Ternier, S.",,1
"Seabra Lopes, L.","Seabra Lopes, L.",,1
"Lim, G.H.","Lim, G.H.",,1
"Tome, A.M.","Tome, A.M.",,1
"Plata, W.","Plata, W.",,6
"Almeida, M.D.C.","Almeida, M.D.C.",,6
"Diaz-Boladeras, M.","Diaz-Boladeras, M.",,0
"Angulo, C.","Angulo, C.",,0
"Gonzalez-Dieguez, J.","Gonzalez-Dieguez, J.",,0
"Albo-Canals, J.","Albo-Canals, J.",,0
"Grafsgaard, J.F.","Grafsgaard, J.F.",,1
"Calero, V.","Calero, V.",,1
"Marin, I.","Marin, I.",,1
"Chavez, P.","Chavez, P.",,1
"Perez, R.","Perez, R.",,1
"Espinoza, H.","Espinoza, H.",,52
"Codina, R.","Codina, R.",,52
"Badia, S.","Badia, S.",,52
"Astudillo, G.","Astudillo, G.",,18
"Kadoch, M.","Kadoch, M.",,18
"Santos, J.","Santos, J.",,6
"Chávez, T.","Chávez, T.",,6
"Granda, R.X.","Granda, R.X.",,1
"Agila, W.","Agila, W.",,1
Palma O.,Palma O.,,53
J.M.,J.M.,,53
"Carvalho, L.D.P.","Carvalho, L.D.P.",,53
"Gonçalves, A.P.C.","Gonçalves, A.P.C.",,53
"Galarza, C.E.","Galarza, C.E.",,53
"De Oliveira, A.M.","De Oliveira, A.M.",,53
"Berrezueta, E.","Berrezueta, E.",,54
"González-Menéndez, L.","González-Menéndez, L.",,54
"Ordóñez-Casado, B.","Ordóñez-Casado, B.",,54
"Olaya, P.","Olaya, P.",,54
"Duval, E.","Duval, E.",,1
"Klerkx, J.","Klerkx, J.",,1
"Parra, D.","Parra, D.",,1
"Ullón, R.","Ullón, R.",,1
"Vásquez, A.","Vásquez, A.",,1
"Jordán, C.I.","Jordán, C.I.",,55
"Jordán, C.J.","Jordán, C.J.",,55
"Abran, A.","Abran, A.",,1
"Muñoz-Arcentles, A.","Muñoz-Arcentles, A.",,1
"Calero-Bravo, V.","Calero-Bravo, V.",,1
"Buestán Benavides, M.","Buestán Benavides, M.",,56
"Van Landeghem, H.","Van Landeghem, H.",,56
"Thompson, W.","Thompson, W.",,6
"Frizera, A.","Frizera, A.",,1
"Bastos, T.F.","Bastos, T.F.",,1
"Bonchi, F.","Bonchi, F.",,1
"Puyosa, H.","Puyosa, H.",,1
"Terán, L.","Terán, L.",,1
"Carrillo, G.","Carrillo, G.",,1
"Luz, S.","Luz, S.",,1
"Rodés, V.","Rodés, V.",,57
"Mustaro, P.N.","Mustaro, P.N.",,57
"Silveira, I.F.","Silveira, I.F.",,57
"Omar, N.","Omar, N.",,57
"Ochôa, X.","Ochôa, X.",,57
"Jin, J.","Jin, J.",,1
"Son, Y.-J.","Son, Y.-J.",,1
"Aiello, L.M.","Aiello, L.M.",,1
"Méndez, G.","Méndez, G.",,1
"García, V.A.","García, V.A.",,6
"Floreano, B.","Floreano, B.",,6
"Muñoz-Arcentales, A.","Muñoz-Arcentales, A.",,1
"Goode, W.","Goode, W.",,58
"Caicedo, G.","Caicedo, G.",,58
"Ramirez, A.D.","Ramirez, A.D.",,59
"Torres, D.","Torres, D.",,59
"Peña, P.","Peña, P.",,59
"Duque-Rivera, J.","Duque-Rivera, J.",,59
"Onkarappa, N.","Onkarappa, N.",,1
"Aguilera-Carrasco, C.A.","Aguilera-Carrasco, C.A.",,1
"López, D.R.","López, D.R.",,1
"Neto, A.F.","Neto, A.F.",,1
"Amato, A.","Amato, A.",,1
"Lumbreras, F.","Lumbreras, F.",,1
"Ricaurte, P.","Ricaurte, P.",,1
"Chilán, C.","Chilán, C.",,1
"Vaca Ruiz, C.","Vaca Ruiz, C.",,1
"Jaimes, A.","Jaimes, A.",,1
"Díaz, M.","Díaz, M.",,0
"González, J.","González, J.",,0
"Mantrach, A.","Mantrach, A.",,1
"Saerens, M.","Saerens, M.",,1
"Martinez, M.","Martinez, M.",,1
"Villagra, F.","Villagra, F.",,1
"Fernandez-Seara, M.A.","Fernandez-Seara, M.A.",,1
"Pastor, M.A.","Pastor, M.A.",,1
"Gomez, J.C.","Gomez, J.C.",,1
"Moens, M.-F.","Moens, M.-F.",,1
"Briones, J.M.","Briones, J.M.",,1
"Coronel, M.A.","Coronel, M.A.",,1
"Palavitsinis, N.","Palavitsinis, N.",,1
"Sicilia, M.-A.","Sicilia, M.-A.",,1
"Stoitsis, G.","Stoitsis, G.",,1
"Cai, C.X.","Cai, C.X.",,1
"Ezeta, J.H.","Ezeta, J.H.",,1
"Mandow, A.","Mandow, A.",,1
"Cerezo, A.G.","Cerezo, A.G.",,1
"Yuan, M.","Yuan, M.",,1
"Roberts, N.","Roberts, N.",,1
"Manouselis, N.","Manouselis, N.",,1
"Bosnic, I.","Bosnic, I.",,1
"De Tre, G.","De Tre, G.",,21
"Da Camargo, S.S.","Da Camargo, S.S.",,1
"Alonso, S.S.","Alonso, S.S.",,1
"Luu, H.","Luu, H.",,1
"Derntl, M.","Derntl, M.",,1
"Pardo, A.","Pardo, A.",,1
"Castelletti, A.","Castelletti, A.",,1
"Soncini-Sessa, R.","Soncini-Sessa, R.",,1
"Rizzoli, A.E.","Rizzoli, A.E.",,1
"García-Cerezo, A.","García-Cerezo, A.",,1
"Zou, J.","Zou, J.",,60
"Karr, A.F.","Karr, A.F.",,60
"Banks, D.","Banks, D.",,60
"Lynch, J.","Lynch, J.",,60
"Vera, F.","Vera, F.",,60
"Ferrús, R.","Ferrús, R.",,6
"De Vylder, J.","De Vylder, J.",,1
"Chaerle, L.","Chaerle, L.",,1
"Van Der Straeten, D.","Van Der Straeten, D.",,1
"Ferrus, R.","Ferrus, R.",,6
"Vandeputte, B.","Vandeputte, B.",,1
"Sprock, A.S.","Sprock, A.S.",,57
"Lock, K.","Lock, K.",,26
"Paynabar, K.","Paynabar, K.",,1
"Jin, J.J.","Jin, J.J.",,1
"Basurto, J.C.","Basurto, J.C.",,18
"Agusti, R.","Agusti, R.",,6
"Nasreddine, J.","Nasreddine, J.",,6
"Marcos, X.E.","Marcos, X.E.",,1
"Chiang, L.D.","Chiang, L.D.",,1
"Churchman, M.","Churchman, M.",,6
"Agustí, R.","Agustí, R.",,6
"Helguero, J.","Helguero, J.",,18
"Parra, G.","Parra, G.",,1
"Ordóñez, V.","Ordóñez, V.",,1
"Carrión, R.G.","Carrión, R.G.",,61
"Cabezas, M.V.","Cabezas, M.V.",,61
"Chong, K.","Chong, K.",,62
"Macías, V.","Macías, V.",,62
"Snoeck, M.","Snoeck, M.",,62
"Rizvandi, N.B.","Rizvandi, N.B.",,1
"Pizurica, A.","Pizurica, A.",,1
"Carrion, R.G.","Carrion, R.G.",,61
"Rendon, H.H.","Rendon, H.H.",,61
"Vuorikari, R.","Vuorikari, R.",,1
"Gaspar, J.","Gaspar, J.",,1
"Santos-Victor, J.","Santos-Victor, J.",,1
"Saad, M.","Saad, M.",,1
"Akhrif, O.","Akhrif, O.",,1
"Martińez, A.","Martińez, A.",,63
"Cordero, R.","Cordero, R.",,63
"Rayas, J.A.","Rayas, J.A.",,63
"Puga, H.J.","Puga, H.J.",,63
"Rodríguez-Vera, R.","Rodríguez-Vera, R.",,63
"Liu, Y.","Liu, Y.",,28
"Lin, W.","Lin, W.",,28
"De Sa, R.","De Sa, R.",,28
"Chávez, J.P.","Chávez, J.P.",,28
"Gürbüz, B.","Gürbüz, B.",,28
"Pinto, C.M.A.","Pinto, C.M.A.",,28
"Arcentales, D.","Arcentales, D.",,64
"Silva, C.","Silva, C.",,64
"Vielma, J.","Vielma, J.",,65
"Guale, A.","Guale, A.",,65
"Bozhko, S.","Bozhko, S.",,1
"Atkin, J.","Atkin, J.",,1
"Hill, C.","Hill, C.",,1
"Barahona, G.V.","Barahona, G.V.",,66
"Barreiro, C.M.M.","Barreiro, C.M.M.",,66
"González García, N.","González García, N.",,66
"Barba, M.S.","Barba, M.S.",,66
"Galindo Villardón, M.P.","Galindo Villardón, M.P.",,66
"Schreiter, J.","Schreiter, J.",,28
"Mayr, C.","Mayr, C.",,28
"Castro, L.M.","Castro, L.M.",,53
"Louzada, F.","Louzada, F.",,53
"Lachos, V.H.","Lachos, V.H.",,53
"Pavlovskaia, E.","Pavlovskaia, E.",,28
"Marchan, L.","Marchan, L.",,65
"Pambabay-Calero, J.J.","Pambabay-Calero, J.J.",,67
"Bauz-Olvera, S.A.","Bauz-Olvera, S.A.",,67
"Nieto-Librero, A.B.","Nieto-Librero, A.B.",,67
"Galindo-Villardón, M.P.","Galindo-Villardón, M.P.",,67
"Hernández-González, S.","Hernández-González, S.",,67
"Walker, S.","Walker, S.",,28
"Paéz Chávez, J.","Paéz Chávez, J.",,28
"Simon Chong Escobar, A.","Simon Chong Escobar, A.",,28
"Gonzalez-Lopez, V.A.","Gonzalez-Lopez, V.A.",,53
"Gholizadeh, R.","Gholizadeh, R.",,53
"Yue, Y.","Yue, Y.",,28
"Götz, T.","Götz, T.",,28
"Wijaya, K.P.","Wijaya, K.P.",,28
"Recalde, A.A.","Recalde, A.A.",,68
"Aguilar, C.","Aguilar, C.",,68
"Galarza, L.","Galarza, L.",,68
"Jungmann, D.","Jungmann, D.",,28
"Troussier, N.","Troussier, N.",,69
"Sirina, N.","Sirina, N.",,69
"Adragna, P.-A.","Adragna, P.-A.",,69
"Amaya, J.","Amaya, J.",,69
"Reyes, T.","Reyes, T.",,69
"Bandyopadhyay, D.","Bandyopadhyay, D.",,53
"Galarza Morales, C.","Galarza Morales, C.",,70
"Lachos Davila, V.","Lachos Davila, V.",,70
"Barbosa Cabral, C.","Barbosa Cabral, C.",,70
"Castro Cepero, L.","Castro Cepero, L.",,70
"Voigt, A.","Voigt, A.",,28
"Richter, A.","Richter, A.",,28
"Liao, M.","Liao, M.",,28
"Ing, J.","Ing, J.",,28
"Vivas, M.","Vivas, M.",,71
"Hernández, J.","Hernández, J.",,71
"Merentes, N.","Merentes, N.",,71
"Bravo, G.","Bravo, G.",,20
"Guevara, P.","Guevara, P.",,20
"Porras, F.","Porras, F.",,20
"Heaton, M.J.","Heaton, M.J.",,60
"Banks, D.L.","Banks, D.L.",,60
"Lóczi, L.","Lóczi, L.",,28
"Cordero, R.R.","Cordero, R.R.",,63
"Labbé, F.","Labbé, F.",,63
"Labbe, F.","Labbe, F.",,63
"Martínez, A.","Martínez, A.",,63
"Lira, I.","Lira, I.",,63
"François, M.","François, M.",,63
"Vial-Edwards, C.","Vial-Edwards, C.",,63
"Kim, J.","Kim, J.",,72
"Cao, X.E.","Cao, X.E.",,72
"Finkelstein, J.L.","Finkelstein, J.L.",,72
"Erickson, D.","Erickson, D.",,72
"Mehta, S.","Mehta, S.",,72
"Garzon-Chavez, D.","Garzon-Chavez, D.",,73
"Zurita, J.","Zurita, J.",,73
"Mora-Pinargote, C.","Mora-Pinargote, C.",,73
"Garcia-Bereguiain, M.A.","Garcia-Bereguiain, M.A.",,73
"De Waard, J.H.","De Waard, J.H.",,73
"Ryan, S.J.","Ryan, S.J.",,72
"Mundis, S.J.","Mundis, S.J.",,72
"Aguirre, A.","Aguirre, A.",,72
"Stewart-Ibarra, A.M.","Stewart-Ibarra, A.M.",,72
"Neira, M.","Neira, M.",,72
"Guillen, P.O.","Guillen, P.O.",,74
"Jaramillo, K.B.","Jaramillo, K.B.",,74
"Jennings, L.","Jennings, L.",,74
"Rodríguez, J.","Rodríguez, J.",,74
"Thomas, O.P.","Thomas, O.P.",,74
"Montani, D.A.","Montani, D.A.",,75
"Braga, D.P.A.F.","Braga, D.P.A.F.",,75
"Borges, E.","Borges, E.",,75
"Fraietta, R.","Fraietta, R.",,75
"Lo Turco, E.G.","Lo Turco, E.G.",,75
"Lippi, C.A.","Lippi, C.A.",,72
"Nightingale, R.","Nightingale, R.",,72
"Waggoner, E.","Waggoner, E.",,72
"Granda, M.L.","Granda, M.L.",,76
"Jimenez, W.G.","Jimenez, W.G.",,76
"Cuaical-Ramos, N.M.","Cuaical-Ramos, N.M.",,77
"Montiel, M.","Montiel, M.",,77
"Marcano Zamora, D.","Marcano Zamora, D.",,77
"González-Islas, C.","González-Islas, C.",,78
"García-Bereguiain, M.A.","García-Bereguiain, M.A.",,78
"Alves, G.P.","Alves, G.P.",,75
"Cordeiro, F.B.","Cordeiro, F.B.",,75
"Bruna De Lima, C.","Bruna De Lima, C.",,75
"Nichi, M.","Nichi, M.",,75
"Milazzotto, M.P.","Milazzotto, M.P.",,75
"Soria-Segarra, C.","Soria-Segarra, C.",,79
"Catagua-González, A.","Catagua-González, A.",,79
"Gutiérrez-Fernández, J.","Gutiérrez-Fernández, J.",,79
"Gilces, D.C.V.","Gilces, D.C.V.",,80
"Nieves, R.R.R.","Nieves, R.R.R.",,80
"Abarca, F.L.P.","Abarca, F.L.P.",,80
"Segarra, K.B.S.","Segarra, K.B.S.",,80
"Jiron, M.G.L.","Jiron, M.G.L.",,80
"Echeverría, G.","Echeverría, G.",,73
"Reyna-Bello, A.","Reyna-Bello, A.",,73
"Minda-Aluisa, E.","Minda-Aluisa, E.",,73
"de Waard, J.H.","de Waard, J.H.",,73
"Calabro, K.","Calabro, K.",,74
"Chalén, B.E.","Chalén, B.E.",,74
"Genta-Jouve, G.","Genta-Jouve, G.",,74
"Carrillo, W.","Carrillo, W.",,72
"Lucio, A.","Lucio, A.",,72
"Gaibor, J.","Gaibor, J.",,72
"Morales, D.","Morales, D.",,72
"Vásquez, G.","Vásquez, G.",,72
"Pilau, E.J.","Pilau, E.J.",,75
"Turco, E.G.L.","Turco, E.G.L.",,75
"Adams, M.A.","Adams, M.A.",,1
"Buman, M.P.","Buman, M.P.",,1
"Pazmiño, A.","Pazmiño, A.",,72
"Díaz-Trujillo, C.","Díaz-Trujillo, C.",,81
"Kobayashi, A.K.","Kobayashi, A.K.",,81
"Souza, M.","Souza, M.",,81
"Arango Isaza, R.E.","Arango Isaza, R.E.",,81
"Kema, G.H.J.","Kema, G.H.J.",,81
"Muñoz, Á.G.","Muñoz, Á.G.",,72
"Cárdenas, W.B.","Cárdenas, W.B.",,72
"Bedoya-Pilozo, C.H.","Bedoya-Pilozo, C.H.",,82
"Medina Magües, L.G.","Medina Magües, L.G.",,82
"Espinosa-García, M.","Espinosa-García, M.",,82
"Culasso, A.C.A.","Culasso, A.C.A.",,82
"Badano, I.","Badano, I.",,82
"Ordóñez-Enireb, E.","Ordóñez-Enireb, E.",,72
"Polhemus, M.","Polhemus, M.",,72
"Mustahsan, V.M.","Mustahsan, V.M.",,32
"Parmar, S.","Parmar, S.",,32
"Komatsu, D.E.","Komatsu, D.E.",,32
"Pentyala, S.","Pentyala, S.",,32
"Quinteros, M.F.","Quinteros, M.F.",,72
"Carpio, C.","Carpio, C.",,72
"Álvarez, M.","Álvarez, M.",,72
"Silva, M.","Silva, M.",,72
"Korinek, E.V.","Korinek, E.V.",,1
"Diaz, C.I.E.","Diaz, C.I.E.",,83
"Zambrano, A.Á.M.","Zambrano, A.Á.M.",,83
"Brito, E.G.M.","Brito, E.G.M.",,83
"Avila, N.J.P.","Avila, N.J.P.",,83
"Diaz, V.E.","Diaz, V.E.",,83
"Kenneson, A.","Kenneson, A.",,72
"Endy, T.P.","Endy, T.P.",,72
"Carlson, C.J.","Carlson, C.J.",,72
"King, D.","King, D.",,72
"Daniel, S.","Daniel, S.",,72
"Beltrán-Ayala, E.","Beltrán-Ayala, E.",,72
"Borbor-Cordova, M.J.","Borbor-Cordova, M.J.",,72
"Fogel, D.","Fogel, D.",,84
"Fuentes, J.L.","Fuentes, J.L.",,84
"Soto, L.M.","Soto, L.M.",,84
"Moncayo-Estrada, R.","Moncayo-Estrada, R.",,84
"López, C.","López, C.",,84
"Ville, S.S.","Ville, S.S.",,72
"Ahmed, S.","Ahmed, S.",,72
"Zabala Torrres, B.","Zabala Torrres, B.",,85
"Lucero, Y.","Lucero, Y.",,85
"Lagomarcino, A.J.","Lagomarcino, A.J.",,85
"Torres, J.P.","Torres, J.P.",,85
"O'Ryan, M.","O'Ryan, M.",,85
"Lowe, R.","Lowe, R.",,72
"Petrova, D.","Petrova, D.",,72
"Regato, M.","Regato, M.",,72
"Rodó, X.","Rodó, X.",,72
"Romero Frómeta, E.","Romero Frómeta, E.",,86
"Franco Barcia, A.E.","Franco Barcia, A.E.",,86
"Muylema Montes, J.V.","Muylema Montes, J.V.",,86
"Capote Lavandero, G.","Capote Lavandero, G.",,86
"Rojas Valdés, G.R.","Rojas Valdés, G.R.",,86
"Zambrano, H.","Zambrano, H.",,87
"Waggoner, J.","Waggoner, J.",,87
"León, K.","León, K.",,87
"Lee, A.","Lee, A.",,87
"Mor, G.","Mor, G.",,87
"Cevallos, Ó.L.V.","Cevallos, Ó.L.V.",,88
"Bereguiain, M.Á.G.","Bereguiain, M.Á.G.",,88
"Carlos, M.Á.B.","Carlos, M.Á.B.",,88
"Basanta, G.","Basanta, G.",,89
"Rivas, A.L.","Rivas, A.L.",,89
"Costa e Silva, A.","Costa e Silva, A.",,89
"Dìaz, E.","Dìaz, E.",,89
"Herman, H.S.","Herman, H.S.",,72
"Ho, T.","Ho, T.",,90
"Quito-Avila, D.","Quito-Avila, D.",,90
"Keller, K.E.","Keller, K.E.",,90
"Martin, R.R.","Martin, R.R.",,90
"Tzanetakis, I.E.","Tzanetakis, I.E.",,90
"Penafiel, D.","Penafiel, D.",,91
"Termote, C.","Termote, C.",,91
"Lachat, C.","Lachat, C.",,91
"Kolsteren, P.","Kolsteren, P.",,91
"Van Damme, P.","Van Damme, P.",,91
"Díaz, E.","Díaz, E.",,89
"Mauco, S.","Mauco, S.",,89
"González, G.","González, G.",,89
"Rivas, A.","Rivas, A.",,89
"Escobar, L.E.","Escobar, L.E.",,72
"Qiao, H.","Qiao, H.",,72
"Polhemus, M.E.","Polhemus, M.E.",,72
"Baykara, H.","Baykara, H.",,92
"Ilhan, S.","Ilhan, S.",,92
"Levent, A.","Levent, A.",,92
"Öztomsuk, A.","Öztomsuk, A.",,92
"Cornejo, M.","Cornejo, M.",,92
"Gallegos-Ayala, G.","Gallegos-Ayala, G.",,93
"Furdea, A.","Furdea, A.",,93
"Takano, K.","Takano, K.",,93
"Flor, H.","Flor, H.",,93
"Birbaumer, N.","Birbaumer, N.",,93
"Stewart, A.M.","Stewart, A.M.",,72
"Cardenas, W.","Cardenas, W.",,72
"Wildgruber, M.","Wildgruber, M.",,93
"Silvoni, S.","Silvoni, S.",,93
"Soekadar, S.R.","Soekadar, S.R.",,93
"Stewart Ibarra, A.M.","Stewart Ibarra, A.M.",,72
"Luzadis, V.A.","Luzadis, V.A.",,72
"Borbor Cordova, M.J.","Borbor Cordova, M.J.",,72
"Ayala, E.B.","Ayala, E.B.",,72
"Stewart-Ibarra, M.A.","Stewart-Ibarra, M.A.",,94
"Muñoz, G.Á.","Muñoz, G.Á.",,94
"Ryan, J.S.","Ryan, J.S.",,94
"Recalde-Coronel, G.C.","Recalde-Coronel, G.C.",,94
"Rivero, K.","Rivero, K.",,94
"Leyva-Grado, V.H.","Leyva-Grado, V.H.",,72
"Mubareka, S.","Mubareka, S.",,72
"Krammer, F.","Krammer, F.",,72
"Palese, P.","Palese, P.",,72
"Dominguez-Granda, L.E.","Dominguez-Granda, L.E.",,95
"Goethals, P.L.","Goethals, P.L.",,95
"De Pauw, N.","De Pauw, N.",,95
"Matamoros, D.","Matamoros, D.",,96
"Vanrolleghem, P.A.","Vanrolleghem, P.A.",,96
"Saraiva, E.","Saraiva, E.",,97
"Fampa, P.","Fampa, P.",,97
"Cedeno, V.","Cedeno, V.",,97
"Mialhe, E.","Mialhe, E.",,97
"Miller, L.H.","Miller, L.H.",,97
"Bouhaben, M.A.","Bouhaben, M.A.",,98
"Vargas, G.R.","Vargas, G.R.",,99
"Sánchez, J.R.P.","Sánchez, J.R.P.",,100
"Goode, A.W.","Goode, A.W.",,101
"Fernández, M.N.P.","Fernández, M.N.P.",,102
