Source;Target;Weight
Rodes, V.;Ochoa, X.;1
Rodes, V.;Alonso, G.E.;1
Cechinel, C.;Ochoa, X.;6
Dos Santos, H.L.;Ochoa, X.;3
Ochoa, X.;Alonso, G.E.;1
Martinez-Maldonado, R.;Prieto, L.P.;1
Martinez-Maldonado, R.;Ochoa, X.;1
Martinez-Maldonado, R.;Worsley, M.;1
Echeverria, V.;Prieto, L.P.;1
Echeverria, V.;Ochoa, X.;1
Echeverria, V.;Worsley, M.;1
Prieto, L.P.;Ochoa, X.;2
Prieto, L.P.;Worsley, M.;2
Ochoa, X.;Worsley, M.;5
Esparragoza, I.E.;Ocampo, J.;1
Esparragoza, I.E.;Rodriguez, J.;1
Esparragoza, I.E.;Lascano, S.;1
Esparragoza, I.E.;Ivashyn, U.;1
Ocampo, J.;Rodriguez, J.;1
Ocampo, J.;Lascano, S.;1
Ocampo, J.;Ivashyn, U.;1
Rodriguez, J.;Lascano, S.;1
Rodriguez, J.;Ivashyn, U.;1
Lascano, S.;Ivashyn, U.;1
Castro, R.;Ochoa, D.;3
Castro, R.;Criollo, R.;2
Castro, R.;Vaca, C.;2
Murillo, J.R.;Totoy, G.;1
Murillo, J.R.;Abad, C.L.;1
Totoy, G.;Abad, C.L.;1
Torres, J.;Abad, C.L.;1
Vaca, C.;Abad, C.L.;1
Ullón, H.;Zambrano, D.;1
Ullón, H.;Domínguez, F.;1
Zambrano, D.;Domínguez, F.;1
Dos Santos, H.L.;Nunes, J.B.C.;1
Cechinel, C.;Nunes, J.B.C.;1
Nunes, J.B.C.;Ochoa, X.;1
Luzardo, G.;Philips, W.;1
Aelterman, J.;Philips, W.;1
Luong, H.;Philips, W.;1
Rodríguez-Echeverría, J.;Gautama, S.;1
Rodríguez-Echeverría, J.;Ochoa, D.;1
Gautama, S.;Ochoa, D.;7
Narvaez, R.B.;Villacis, D.M.;1
Narvaez, R.B.;Chalen, T.M.;1
Narvaez, R.B.;Velasquez, W.;1
Villacis, D.M.;Chalen, T.M.;1
Villacis, D.M.;Velasquez, W.;1
Chalen, T.M.;Velasquez, W.;1
Liao, W.;Donoso, D.E.O.;1
Liao, W.;Van Coillie, F.;1
Liao, W.;Gautama, S.;1
Donoso, D.E.O.;Van Coillie, F.;1
Donoso, D.E.O.;Gautama, S.;1
Donoso, D.E.O.;Philips, W.;1
Van Coillie, F.;Gautama, S.;1
Van Coillie, F.;Philips, W.;1
Gautama, S.;Philips, W.;2
Douglas, A.;Idrovo, R.M.;1
Douglas, A.;Valencia, A.J.;1
Douglas, A.;Lopez, C.S.;1
Idrovo, R.M.;Valencia, A.J.;2
Idrovo, R.M.;Lopez, C.S.;1
Valencia, A.J.;Lopez, C.S.;1
Da Silva, B.;Dominguez, F.;2
Dominguez, F.;Braeken, A.;2
Dominguez, F.;Touhafi, A.;2
Rivera, D.E.;Martín, C.A.;2
Rivera, D.E.;Timms, K.P.;1
Rivera, D.E.;Nandola, N.N.;1
Rivera, D.E.;Hekler, E.B.;5
Martín, C.A.;Timms, K.P.;1
Martín, C.A.;Nandola, N.N.;1
Timms, K.P.;Nandola, N.N.;1
Timms, K.P.;Hekler, E.B.;1
Nandola, N.N.;Hekler, E.B.;1
Morales, L.E.M.;Monsalve, C.;2
Morales, L.E.M.;Villavicencio, M.;2
Monsalve, C.;Villavicencio, M.;2
Castro, R.;Kuffó, L.;1
Jimenez, A.;García, S.;1
Jimenez, A.;Peláez, E.;1
García, S.;Ochoa, X.;1
Peláez, E.;Ochoa, X.;3
Lozano, E.;Cedeño, J.;1
Lozano, E.;Castillo, G.;1
Lozano, E.;Lasso, H.;1
Lozano, E.;Vaca, C.;2
Cedeño, J.;Castillo, G.;1
Cedeño, J.;Lasso, H.;1
Cedeño, J.;Vaca, C.;1
Castillo, G.;Lasso, H.;1
Lasso, H.;Vaca, C.;1
Velasco, M.;San Lucas, C.;1
Velasco, M.;Ortiz, K.;1
Velasco, M.;Vélez, J.;1
Velasco, M.;Vaca, C.;1
San Lucas, C.;Ortiz, K.;1
San Lucas, C.;Vélez, J.;1
San Lucas, C.;Vaca, C.;1
Ortiz, K.;Vélez, J.;1
Vélez, J.;Vaca, C.;1
Fiallos, A.;Vaca, C.;1
Jimenes, K.;Vaca, C.;1
Jimenes, K.;Ochoa, X.;1
Vaca, C.;Ochoa, X.;1
Zambrano, O.;Avendaño, A.;1
Zambrano, O.;Yanez, W.;1
Zambrano, O.;Vaca, C.;1
Avendaño, A.;Yanez, W.;1
Yanez, W.;Vaca, C.;1
Echeverria, V.;Falcones, G.;2
Echeverria, V.;Castells, J.;2
Echeverria, V.;Chiluiza, K.;4
Falcones, G.;Martinez-Maldonado, R.;1
Falcones, G.;Chiluiza, K.;3
Castells, J.;Martinez-Maldonado, R.;1
Martinez-Maldonado, R.;Chiluiza, K.;2
Wong-Villacres, M.;Ehsan, U.;1
Wong-Villacres, M.;Solomon, A.;1
Wong-Villacres, M.;Buil, M.P.;1
Wong-Villacres, M.;Disalvo, B.;1
Ehsan, U.;Solomon, A.;1
Ehsan, U.;Buil, M.P.;1
Ehsan, U.;Disalvo, B.;1
Solomon, A.;Buil, M.P.;1
Solomon, A.;Disalvo, B.;1
Buil, M.P.;Disalvo, B.;1
Valencia, A.J.;Sappa, A.D.;1
Valencia, A.J.;Guingla, D.P.;1
Valencia, A.J.;Ochoa, D.;1
Idrovo, R.M.;Sappa, A.D.;1
Idrovo, R.M.;Guingla, D.P.;1
Idrovo, R.M.;Ochoa, D.;1
Sappa, A.D.;Guingla, D.P.;1
Sappa, A.D.;Ochoa, D.;1
Guingla, D.P.;Ochoa, D.;1
Puente, S.C.;Madrid, C.E.;1
Puente, S.C.;Realpe, M.;1
Puente, S.C.;Vintimilla, B.X.;1
Madrid, C.E.;Realpe, M.;1
Madrid, C.E.;Vintimilla, B.X.;1
Realpe, M.;Vintimilla, B.X.;2
Alvarado, A.;Bajaña, B.;1
Alvarado, A.;Munoz, J.A.;1
Alvarado, A.;Velásquez, W.;1
Bajaña, B.;Munoz, J.A.;1
Bajaña, B.;Velásquez, W.;1
Munoz, J.A.;Velásquez, W.;1
Boza, E.F.;San-Lucas, C.;1
Boza, E.F.;Viteri, J.A.;1
San-Lucas, C.;Abad, C.L.;2
San-Lucas, C.;Viteri, J.A.;1
Abad, C.L.;Viteri, J.A.;1
Abad, C.L.;Abad, A.G.;1
Abad, C.L.;Lucio, L.E.;1
Abad, A.G.;Lucio, L.E.;1
Xie, Q.;Pundir, M.;1
Xie, Q.;Lu, Y.;1
Xie, Q.;Abad, C.L.;1
Xie, Q.;Campbell, R.H.;1
Pundir, M.;Lu, Y.;1
Pundir, M.;Abad, C.L.;1
Pundir, M.;Campbell, R.H.;1
Lu, Y.;Abad, C.L.;3
Lu, Y.;Campbell, R.H.;3
Abad, C.L.;Campbell, R.H.;5
Vaca, C.;Peláez, E.;2
Molenaar, I.;Ochoa, X.;1
Molenaar, I.;Dawson, S.;1
Ochoa, X.;Dawson, S.;1
Spikol, D.;Worsley, M.;1
Spikol, D.;Prieto, L.P.;2
Spikol, D.;Rodríguez-Triana, M.J.;2
Spikol, D.;Cukurova, M.;1
Worsley, M.;Rodríguez-Triana, M.J.;1
Worsley, M.;Cukurova, M.;1
Prieto, L.P.;Rodríguez-Triana, M.J.;2
Prieto, L.P.;Cukurova, M.;1
Rodríguez-Triana, M.J.;Cukurova, M.;1
Munoz-Arcentales, A.;Yánez-Pazmino, W.;1
Munoz-Arcentales, A.;Vargas, W.V.;2
Yánez-Pazmino, W.;Vargas, W.V.;1
Vargas, W.V.;Rodríguez, J.S.;1
Munoz-Arcentales, A.;Rodríguez, J.S.;1
Villavicencio, M.;Revelo, H.V.;1
Revelo, H.V.;Pincay, J.;1
Morales, L.E.M.;Capel, M.I.;1
Veriñaz Jadan, H.I.;Martinez Vera, C.R.;1
Veriñaz Jadan, H.I.;Ponguillo, R.A.;1
Veriñaz Jadan, H.I.;Padilla, V.S.;1
Martinez Vera, C.R.;Ponguillo, R.A.;1
Martinez Vera, C.R.;Padilla, V.S.;1
Espinoza, J.R.;Padilla, V.S.;2
Espinoza, J.R.;Velasquez, W.;1
Padilla, V.S.;Velasquez, W.;1
Carrillo, G.E.;Villavicencio, M.;1
Carrillo, G.E.;Pincay, J.;1
Carrillo, G.E.;Boza, E.F.;1
Pincay, J.;Boza, E.F.;1
Lucas, P.;Astudillo, E.;2
Astudillo, E.;Peláez, E.;2
Oyola, A.;Romero, D.G.;1
Oyola, A.;Vintimilla, B.X.;1
Romero, D.G.;Vintimilla, B.X.;2
Peralta, J.A.;Padilla, V.S.;1
Peralta, J.A.;Espinoza, J.R.;1
Lopez, A.J.;Semanjski, I.;1
Lopez, A.J.;Ochoa, D.;2
Semanjski, I.;Gautama, S.;1
Semanjski, I.;Ochoa, D.;1
Falcones, G.;Granda, R.;1
Echeverria, V.;Buckingham Shum, S.;1
Martinez-Maldonado, R.;Buckingham Shum, S.;1
Chiluiza, K.;Buckingham Shum, S.;1
Aguilera, C.;Soria, X.;1
Aguilera, C.;Sappa, A.D.;1
Aguilera, C.;Toledo, R.;1
Soria, X.;Toledo, R.;1
Sappa, A.D.;Toledo, R.;5
Liao, W.;Castro, R.;1
Castro, R.;Bayona, O.;2
Mendoza, L.E.;Capel, M.I.;1
Mendieta, J.;Villavicencio, M.;1
Baquerizo, G.;Villavicencio, M.;2
Villavicencio, M.;Vaca, C.;2
Carvajal, J.A.;Romero, D.G.;1
Carvajal, J.A.;Sappa, A.D.;1
Romero, D.G.;Sappa, A.D.;2
Prieto, L.P.;Martínez-Maldonado, R.;1
Martínez-Maldonado, R.;Spikol, D.;1
Martínez-Maldonado, R.;Rodríguez-Triana, M.J.;1
Martínez-Maldonado, R.;Ochoa, X.;1
Spikol, D.;Ochoa, X.;1
Rodríguez-Triana, M.J.;Ochoa, X.;1
Aguilera, C.A.;Aguilera, F.J.;1
Aguilera, C.A.;Sappa, A.D.;4
Aguilera, C.A.;Toledo, R.;4
Aguilera, F.J.;Sappa, A.D.;1
Aguilera, F.J.;Toledo, R.;1
Cadena, A.;Carvajal, R.;1
Cadena, A.;Guaman, B.;1
Cadena, A.;Pelaez, E.;1
Cadena, A.;Chiluiza, K.;1
Carvajal, R.;Guaman, B.;1
Carvajal, R.;Pelaez, E.;1
Carvajal, R.;Chiluiza, K.;1
Guaman, B.;Pelaez, E.;1
Guaman, B.;Chiluiza, K.;2
Pelaez, E.;Chiluiza, K.;1
Falcones, G.;Wong-Villacres, M.;1
Falcones, G.;Barzola, V.E.;1
Wong-Villacres, M.;Barzola, V.E.;2
Wong-Villacres, M.;Chiluiza, K.;2
Barzola, V.E.;Chiluiza, K.;1
Asanza, V.;Ochoa, K.;1
Asanza, V.;Sacarelo, C.;1
Asanza, V.;Vaca, C.;1
Ochoa, K.;Sacarelo, C.;1
Ochoa, K.;Vaca, C.;1
Ochoa, K.;Pelaez, E.;1
Sacarelo, C.;Vaca, C.;1
Sacarelo, C.;Pelaez, E.;1
Vaca, C.;Pelaez, E.;1
Pita, O.;Baquerizo, G.;1
Pita, O.;Vaca, C.;1
Pita, O.;Villavicencio, M.;1
Pita, O.;Rodriguez, J.;1
Baquerizo, G.;Rodriguez, J.;1
Vaca, C.;Rodriguez, J.;1
Villavicencio, M.;Rodriguez, J.;1
Martin, C.A.;Rivera, D.E.;3
Martin, C.A.;Hekler, E.B.;4
Sappa, A.D.;Carvajal Ayala, J.A.;1
Aguilera, C.A.;Carvajal Ayala, J.A.;1
Aguilera, C.A.;Vintimilla, B.X.;1
Carvajal Ayala, J.A.;Vintimilla, B.X.;1
Carvajal Ayala, J.A.;Toledo, R.;1
Vintimilla, B.X.;Toledo, R.;1
Oliveira, M.;Dias, P.;3
Oliveira, M.;Moreira, A.P.;2
Santos, V.;Dias, P.;3
Santos, V.;Moreira, A.P.;2
Sappa, A.D.;Dias, P.;3
Sappa, A.D.;Moreira, A.P.;2
Dias, P.;Moreira, A.P.;2
Marin-Garcia, I.;Ramirez-Aguilera, A.M.;1
Marin-Garcia, I.;Guerra, V.;1
Marin-Garcia, I.;Rabadan, J.;1
Marin-Garcia, I.;Perez-Jimenez, R.;2
Ramirez-Aguilera, A.M.;Guerra, V.;1
Ramirez-Aguilera, A.M.;Rabadan, J.;1
Ramirez-Aguilera, A.M.;Perez-Jimenez, R.;1
Realpe, M.;Vlacic, L.;2
Vintimilla, B.X.;Vlacic, L.;1
Jimmy Banchon, Z.;Villavicencio, M.;1
Jimmy Banchon, Z.;Izquierdo, E.;1
Alcivar, I.;Abad, A.G.;1
Mendieta, J.;Suárez, S.;1
Mendieta, J.;Ochoa, D.;1
Mendieta, J.;Vergara, C.;1
Suárez, S.;Vaca, C.;1
Suárez, S.;Ochoa, D.;1
Suárez, S.;Vergara, C.;1
Vaca, C.;Ochoa, D.;1
Vaca, C.;Vergara, C.;1
Ochoa, D.;Vergara, C.;1
Torres, J.;Baquerizo, G.;1
Baquerizo, G.;Peláez, E.;1
Greer, J.;Molinaro, M.;1
Greer, J.;Ochoa, X.;1
Greer, J.;Mckay, T.;1
Molinaro, M.;Ochoa, X.;1
Molinaro, M.;Mckay, T.;1
Ochoa, X.;Mckay, T.;1
Ochoa, X.;Weibel, N.;1
Ochoa, X.;Oviatt, S.;1
Weibel, N.;Worsley, M.;1
Weibel, N.;Oviatt, S.;1
Worsley, M.;Oviatt, S.;1
Armijos, A.F.;Monsalve, C.;1
Armijos, A.F.;Ullón, R.H.;1
Armijos, A.F.;Maya, R.D.;1
Armijos, A.F.;Romero, J.A.;1
Monsalve, C.;Ullón, R.H.;1
Monsalve, C.;Maya, R.D.;1
Monsalve, C.;Romero, J.A.;1
Ullón, R.H.;Maya, R.D.;1
Ullón, R.H.;Romero, J.A.;1
Maya, R.D.;Romero, J.A.;1
Quiñonez, Y.;Luzardo, G.;1
Quiñonez, Y.;Granda, R.;1
Luzardo, G.;Granda, R.;1
Sanga, B.R.;Villavicencio, A.M.;1
Sanga, B.R.;Padilla, V.S.;1
Sanga, B.R.;Alvia, S.V.;1
Sanga, B.R.;Ponguillo, R.A.;1
Villavicencio, A.M.;Padilla, V.S.;1
Villavicencio, A.M.;Alvia, S.V.;1
Villavicencio, A.M.;Ponguillo, R.A.;1
Padilla, V.S.;Alvia, S.V.;1
Alvia, S.V.;Ponguillo, R.A.;1
Ponguillo, R.A.;Medina, C.V.;1
Jadan, H.I.V.;Vera, C.R.M.;1
Jadan, H.I.V.;Intriago, R.P.;1
Jadan, H.I.V.;Padilla, V.S.;1
Vera, C.R.M.;Intriago, R.P.;1
Vera, C.R.M.;Padilla, V.S.;1
Intriago, R.P.;Padilla, V.S.;1
Cadena, A.;Ponguillo, R.;1
Salgado, W.G.;Padilla, V.S.;1
Salgado, W.G.;Hidalgo, J.I.;1
Salgado, W.G.;Aguilar, P.A.;1
Padilla, V.S.;Hidalgo, J.I.;1
Padilla, V.S.;Aguilar, P.A.;1
Hidalgo, J.I.;Aguilar, P.A.;1
Echeverría, V.;Domínguez, F.;2
Echeverría, V.;Chiluiza, K.;5
Domínguez, F.;Chiluiza, K.;2
Wong-Villacres, M.;Granda, R.;1
Wong-Villacres, M.;Garcia, K.C.;1
Barzola, V.E.;Granda, R.;1
Barzola, V.E.;Garcia, K.C.;1
Granda, R.;Garcia, K.C.;1
Ochoa, D.;Cevallos, J.;1
Ochoa, D.;Vargas, G.;1
Cevallos, J.;Vargas, G.;1
Cevallos, J.;Castro, R.;1
Cevallos, J.;Bayona, O.;1
Vargas, G.;Castro, R.;1
Vargas, G.;Bayona, O.;1
Wong-Villacrés, M.;Granda, R.;1
Wong-Villacrés, M.;Ortiz, M.;1
Wong-Villacrés, M.;Chiluiza, K.;2
Granda, R.;Ortiz, M.;1
Ortiz, M.;Chiluiza, K.;2
Sen, R.;Quercia, D.;1
Sen, R.;Ruiz, C.V.;1
Sen, R.;Gummadi, K.P.;1
Quercia, D.;Ruiz, C.V.;2
Quercia, D.;Gummadi, K.P.;1
Ruiz, C.V.;Gummadi, K.P.;1
Poujol, J.;Aguilera, C.A.;1
Poujol, J.;Danos, E.;1
Poujol, J.;Toledo, R.;1
Poujol, J.;Sappa, A.D.;1
Aguilera, C.A.;Danos, E.;1
Danos, E.;Toledo, R.;1
Danos, E.;Sappa, A.D.;1
Brusilovsky, P.;Sharples, M.;1
Brusilovsky, P.;Alves, G.R.;1
Brusilovsky, P.;Ternier, S.;1
Brusilovsky, P.;Verbert, K.;1
Sharples, M.;Alves, G.R.;1
Sharples, M.;Ternier, S.;1
Sharples, M.;Verbert, K.;1
Alves, G.R.;Ternier, S.;1
Alves, G.R.;Verbert, K.;1
Ternier, S.;Verbert, K.;2
Oliveira, M.;Seabra Lopes, L.;1
Oliveira, M.;Lim, G.H.;1
Oliveira, M.;Tome, A.M.;1
Seabra Lopes, L.;Lim, G.H.;1
Seabra Lopes, L.;Sappa, A.D.;1
Seabra Lopes, L.;Tome, A.M.;1
Lim, G.H.;Sappa, A.D.;1
Lim, G.H.;Tome, A.M.;1
Sappa, A.D.;Tome, A.M.;1
Wong-Villacres, M.;Ortiz, M.;1
Wong-Villacres, M.;Echeverria, V.;1
Ortiz, M.;Echeverria, V.;1
Echeverría, V.;Ochoa, X.;2
Worsley, M.;Chiluiza, K.;3
Worsley, M.;Grafsgaard, J.F.;1
Chiluiza, K.;Grafsgaard, J.F.;1
Grafsgaard, J.F.;Ochoa, X.;1
Munoz, J.A.;Calero, V.;1
Munoz, J.A.;Marin, I.;1
Munoz, J.A.;Chavez, P.;1
Munoz, J.A.;Perez, R.;1
Calero, V.;Marin, I.;1
Calero, V.;Chavez, P.;1
Calero, V.;Perez, R.;1
Marin, I.;Chavez, P.;1
Marin, I.;Perez, R.;1
Chavez, P.;Perez, R.;1
Echeverría, V.;Guamán, B.;1
Granda, R.X.;Echeverría, V.;1
Granda, R.X.;Chiluiza, K.;1
Granda, R.X.;Wong-Villacrés, M.;1
Echeverría, V.;Wong-Villacrés, M.;1
Cajo, R.;Agila, W.;1
Realpe, M.;Vintimilla, B.;2
Vintimilla, B.;Vlacic, L.;1
Duval, E.;Verbert, K.;5
Duval, E.;Klerkx, J.;3
Duval, E.;Ochoa, X.;15
Duval, E.;Parra, D.;2
Verbert, K.;Klerkx, J.;2
Verbert, K.;Parra, D.;2
Klerkx, J.;Ochoa, X.;5
Klerkx, J.;Parra, D.;2
Ochoa, X.;Parra, D.;2
Monsalve, C.;Ullón, R.;1
Monsalve, C.;Maya, R.;1
Monsalve, C.;Romero, J.;1
Ullón, R.;Maya, R.;1
Ullón, R.;Romero, J.;1
Maya, R.;Romero, J.;1
Vásquez, A.;Peláez, E.;1
Vásquez, A.;Ochoa, X.;2
Monsalve, C.;Abran, A.;5
April, A.;Abran, A.;5
Villavicencio, M.;Abran, A.;6
Marin-Garcia, I.;Chavez-Burbano, P.;2
Marin-Garcia, I.;Muñoz-Arcentles, A.;1
Marin-Garcia, I.;Calero-Bravo, V.;1
Chavez-Burbano, P.;Muñoz-Arcentles, A.;1
Chavez-Burbano, P.;Calero-Bravo, V.;1
Muñoz-Arcentles, A.;Calero-Bravo, V.;1
Muñoz-Arcentles, A.;Perez-Jimenez, R.;1
Calero-Bravo, V.;Perez-Jimenez, R.;1
Romero, D.G.;Frizera, A.;1
Romero, D.G.;Bastos, T.F.;1
Frizera, A.;Sappa, A.D.;1
Frizera, A.;Vintimilla, B.X.;1
Frizera, A.;Bastos, T.F.;1
Sappa, A.D.;Bastos, T.F.;1
Vintimilla, B.X.;Bastos, T.F.;1
Vaca, C.;Quercia, D.;1
Vaca, C.;Bonchi, F.;1
Vaca, C.;Fraternali, P.;1
Quercia, D.;Bonchi, F.;1
Quercia, D.;Fraternali, P.;2
Bonchi, F.;Fraternali, P.;1
Monsalve, C.;Puyosa, H.;1
Monsalve, C.;Terán, L.;1
Puyosa, H.;Terán, L.;1
Dos Santos, H.L.;Carrillo, G.;1
Carrillo, G.;Cechinel, C.;2
Carrillo, G.;Ochoa, X.;2
Ochoa, X.;Luz, S.;2
Worsley, M.;Luz, S.;2
Chiluiza, K.;Luz, S.;2
Abad, A.G.;Jin, J.;1
Abad, A.G.;Son, Y.-J.;1
Jin, J.;Son, Y.-J.;1
Ruiz, C.V.;Aiello, L.M.;1
Ruiz, C.V.;Fraternali, P.;1
Quercia, D.;Aiello, L.M.;1
Aiello, L.M.;Fraternali, P.;1
Méndez, G.;Ochoa, X.;2
Méndez, G.;Chiluiza, K.;2
Chavez-Burbano, P.;Muñoz-Arcentales, A.;1
Marin-Garcia, I.;Muñoz-Arcentales, A.;1
Luzardo, G.;Guamán, B.;1
Luzardo, G.;Chiluiza, K.;2
Luzardo, G.;Castells, J.;1
Luzardo, G.;Ochoa, X.;1
Echeverría, V.;Avendaño, A.;1
Echeverría, V.;Vásquez, A.;1
Avendaño, A.;Chiluiza, K.;1
Avendaño, A.;Vásquez, A.;1
Avendaño, A.;Ochoa, X.;1
Chiluiza, K.;Vásquez, A.;1
Onkarappa, N.;Aguilera-Carrasco, C.A.;1
Onkarappa, N.;Vintimilla, B.X.;1
Onkarappa, N.;Sappa, A.D.;1
Aguilera-Carrasco, C.A.;Vintimilla, B.X.;2
Aguilera-Carrasco, C.A.;Sappa, A.D.;2
López, D.R.;Neto, A.F.;1
López, D.R.;Bastos, T.F.;1
Neto, A.F.;Bastos, T.F.;1
Amato, A.;Lumbreras, F.;1
Amato, A.;Sappa, A.D.;1
Lumbreras, F.;Sappa, A.D.;1
Ricaurte, P.;Chilán, C.;1
Ricaurte, P.;Aguilera-Carrasco, C.A.;1
Ricaurte, P.;Vintimilla, B.X.;1
Ricaurte, P.;Sappa, A.D.;1
Chilán, C.;Aguilera-Carrasco, C.A.;1
Chilán, C.;Vintimilla, B.X.;1
Chilán, C.;Sappa, A.D.;1
Vaca Ruiz, C.;Aiello, L.M.;1
Vaca Ruiz, C.;Jaimes, A.;1
Aiello, L.M.;Jaimes, A.;1
Vaca, C.;Mantrach, A.;1
Vaca, C.;Jaimes, A.;1
Vaca, C.;Saerens, M.;1
Mantrach, A.;Jaimes, A.;1
Mantrach, A.;Saerens, M.;1
Jaimes, A.;Saerens, M.;1
Martinez, M.;Villagra, F.;1
Martinez, M.;Loayza, F.;1
Martinez, M.;Fernandez-Seara, M.A.;1
Martinez, M.;Pastor, M.A.;1
Villagra, F.;Loayza, F.;1
Villagra, F.;Fernandez-Seara, M.A.;1
Villagra, F.;Pastor, M.A.;1
Loayza, F.;Fernandez-Seara, M.A.;1
Loayza, F.;Pastor, M.A.;1
Fernandez-Seara, M.A.;Pastor, M.A.;1
Méndez, G.;Guamán, B.;1
Méndez, G.;Castells, J.;1
Echeverría, V.;Gomez, J.C.;1
Echeverría, V.;Moens, M.-F.;1
Gomez, J.C.;Moens, M.-F.;1
Briones, J.M.;Coronel, M.A.;1
Briones, J.M.;Chavez-Burbano, P.;1
Coronel, M.A.;Chavez-Burbano, P.;1
Palavitsinis, N.;Klerkx, J.;1
Palavitsinis, N.;Ochoa, X.;1
Sicilia, M.-A.;Ochoa, X.;2
Sicilia, M.-A.;Stoitsis, G.;1
Sicilia, M.-A.;Klerkx, J.;1
Ochoa, X.;Stoitsis, G.;1
Stoitsis, G.;Klerkx, J.;1
Luzardo, G.;Guaman, B.;1
Cai, C.X.;Abad, C.L.;2
Cai, C.X.;Campbell, R.H.;2
Ezeta, J.H.;Mandow, A.;1
Ezeta, J.H.;Cerezo, A.G.;1
Mandow, A.;Cerezo, A.G.;1
Abad, C.L.;Yuan, M.;1
Abad, C.L.;Roberts, N.;2
Yuan, M.;Cai, C.X.;1
Yuan, M.;Roberts, N.;1
Yuan, M.;Campbell, R.H.;1
Cai, C.X.;Roberts, N.;1
Roberts, N.;Campbell, R.H.;2
Verbert, K.;Manouselis, N.;1
Verbert, K.;Bosnic, I.;1
Manouselis, N.;Ochoa, X.;1
Manouselis, N.;Bosnic, I.;1
Manouselis, N.;Duval, E.;1
Ochoa, X.;Bosnic, I.;1
Bosnic, I.;Duval, E.;1
Cechinel, C.;Da Camargo, S.S.;1
Cechinel, C.;Alonso, S.S.;1
Cechinel, C.;Sicilia, M.-A.;1
Da Camargo, S.S.;Ochoa, X.;1
Da Camargo, S.S.;Alonso, S.S.;1
Da Camargo, S.S.;Sicilia, M.-A.;1
Ochoa, X.;Alonso, S.S.;1
Alonso, S.S.;Sicilia, M.-A.;1
Abad, C.L.;Luu, H.;1
Luu, H.;Roberts, N.;1
Luu, H.;Lu, Y.;1
Luu, H.;Campbell, R.H.;1
Roberts, N.;Lu, Y.;1
Verbert, K.;Derntl, M.;1
Verbert, K.;Pardo, A.;1
Ochoa, X.;Derntl, M.;1
Ochoa, X.;Pardo, A.;1
Derntl, M.;Pardo, A.;1
Derntl, M.;Duval, E.;1
Pardo, A.;Duval, E.;1
Fraternali, P.;Castelletti, A.;1
Fraternali, P.;Soncini-Sessa, R.;1
Fraternali, P.;Vaca Ruiz, C.;1
Fraternali, P.;Rizzoli, A.E.;1
Castelletti, A.;Soncini-Sessa, R.;1
Castelletti, A.;Vaca Ruiz, C.;1
Castelletti, A.;Rizzoli, A.E.;1
Soncini-Sessa, R.;Vaca Ruiz, C.;1
Soncini-Sessa, R.;Rizzoli, A.E.;1
Vaca Ruiz, C.;Rizzoli, A.E.;1
Hurel, J.;Mandow, A.;1
Hurel, J.;García-Cerezo, A.;1
Mandow, A.;García-Cerezo, A.;1
De Vylder, J.;Ochoa, D.;3
De Vylder, J.;Philips, W.;3
De Vylder, J.;Chaerle, L.;3
De Vylder, J.;Van Der Straeten, D.;3
Ochoa, D.;Chaerle, L.;3
Ochoa, D.;Van Der Straeten, D.;3
Philips, W.;Chaerle, L.;3
Philips, W.;Van Der Straeten, D.;3
Chaerle, L.;Van Der Straeten, D.;3
Ochoa, X.;Vandeputte, B.;1
Klerkx, J.;Vandeputte, B.;1
Vandeputte, B.;Duval, E.;1
Abad, A.G.;Paynabar, K.;1
Abad, A.G.;Jin, J.J.;1
Paynabar, K.;Jin, J.J.;1
Ortega, A.P.;Marcos, X.E.;1
Ortega, A.P.;Chiang, L.D.;1
Ortega, A.P.;Abad, C.L.;1
Marcos, X.E.;Chiang, L.D.;1
Marcos, X.E.;Abad, C.L.;1
Chiang, L.D.;Abad, C.L.;1
Ternier, S.;Parra, G.;2
Ternier, S.;Ordóñez, V.;1
Ternier, S.;Ochoa, X.;2
Verbert, K.;Parra, G.;1
Verbert, K.;Ordóñez, V.;1
Parra, G.;Ordóñez, V.;1
Parra, G.;Ochoa, X.;2
Ordóñez, V.;Ochoa, X.;1
Rizvandi, N.B.;Pizurica, A.;1
Rizvandi, N.B.;Philips, W.;1
Rizvandi, N.B.;Ochoa, D.;1
Pizurica, A.;Philips, W.;1
Pizurica, A.;Ochoa, D.;1
Vuorikari, R.;Ochoa, X.;1
Vuorikari, R.;Duval, E.;1
Ochoa, D.;Vintimilla, B.;3
Gautama, S.;Vintimilla, B.;3
Gaspar, J.;Realpe, M.;1
Gaspar, J.;Vintimilla, B.;1
Gaspar, J.;Santos-Victor, J.;1
Realpe, M.;Santos-Victor, J.;1
Vintimilla, B.;Santos-Victor, J.;1
García, S.;Saad, M.;1
García, S.;Akhrif, O.;1
Saad, M.;Akhrif, O.;1
Ternier, S.;Duval, E.;1
Parra, G.;Duval, E.;1
Recalde, A.;Bozhko, S.;1
Recalde, A.;Atkin, J.;1
Recalde, A.;Hill, C.;1
Bozhko, S.;Atkin, J.;1
Bozhko, S.;Hill, C.;1
Atkin, J.;Hill, C.;1
Hekler, E.B.;Adams, M.A.;1
Hekler, E.B.;Buman, M.P.;2
Rivera, D.E.;Adams, M.A.;1
Rivera, D.E.;Buman, M.P.;1
