source,target,peso
1288,32516,1
1288,16676,1
2516,20057,1
2516,32516,1
2516,16676,1
20057,32516,1
16676,20057,1
16676,32516,1
16800,32481,1
6646,17318,1
17318,25809,1
1761,6646,1
1761,25809,1
3612,6646,1
6646,25809,1
3612,25809,1
2437,9432,1
9432,28449,1
2437,9398,1
2437,28449,1
2437,9932,1
9398,28449,1
9932,28449,1
20467,28911,1
8331,16695,1
2955,16695,1
16695,24844,1
16695,20636,1
2955,8331,1
8331,24844,1
8331,20636,1
2955,24844,1
2955,20636,1
20636,24844,1
14304,16996,1
14304,30076,1
14304,34695,1
12452,14304,1
7121,23994,1
17203,23994,1
11013,23994,1
19296,23839,2
23839,33570,2
8657,23839,2
23839,29164,1
19296,33570,3
8657,19296,3
19296,29164,3
8657,33570,2
8657,29164,2
19554,23803,1
12238,19554,1
1269,19554,1
19554,19788,1
12238,23803,1
1269,23803,1
19788,23803,1
1269,12238,1
12238,19788,1
1269,19788,1
9582,15762,1
15762,19748,2
9590,15762,2
15659,15762,1
9582,19748,1
9582,9590,1
9582,15659,1
9590,19748,2
15659,19748,1
9590,15659,1
11090,29594,1
11090,19072,1
1057,11090,1
19072,29594,1
1057,29594,1
1057,19072,1
513,26769,1
4354,25734,1
4354,19421,1
17951,19178,1
8579,19178,1
9956,19178,1
17951,35715,1
8579,35715,1
9956,35715,1
8579,17951,1
9956,17951,1
8579,9956,1
9131,11400,3
9131,21791,4
21492,21791,4
11400,21791,3
16065,21791,4
12042,15390,1
4026,12042,1
12042,16865,1
4545,12042,2
4026,15390,1
15390,16865,1
4545,15390,1
4026,16865,1
4026,4545,1
4545,16865,1
4253,29594,1
29594,33575,1
17467,29594,1
14484,29594,1
4253,17467,1
17467,33575,1
14484,17467,1
22248,25073,1
13173,22844,1
13173,32812,1
21724,26769,1
21724,26747,2
21724,26512,1
26512,26769,2
26512,26747,1
7903,28671,1
343,949,1
22844,29824,1
29824,32812,1
25138,29993,1
29993,31334,1
28946,29993,1
25138,31334,1
24965,25138,1
25138,28946,1
24965,31334,1
28946,31334,1
24965,28946,1
3465,6336,1
3465,25555,1
6336,25555,1
351,34109,1
22886,27262,1
15670,22886,1
20603,22886,1
15670,27262,1
20603,27262,1
15670,20603,1
2488,16920,1
3058,36086,1
7162,25073,1
25073,26216,1
7162,26216,1
21483,25073,1
12854,21483,1
12854,25073,1
11012,25422,1
6798,11012,1
4808,11012,1
11012,34416,1
4808,25422,1
31495,35238,1
3410,31495,1
4911,31495,2
3410,35238,1
3410,4911,1
1230,18467,1
1230,5410,1
5410,18467,2
5995,35284,1
2986,30659,1
2986,36650,1
2986,28793,1
30659,36650,1
28793,30659,1
28793,36650,1
17939,24504,1
16492,27359,1
157,27359,1
157,16492,1
8171,21492,1
8171,21791,1
8171,9131,2
22403,30181,2
22403,35583,1
8179,30181,1
8179,35583,1
30181,35583,1
26919,31246,1
13746,26919,1
13746,31246,1
16906,32366,1
32366,33570,1
6093,32366,1
29164,32366,2
16906,33570,3
6093,16906,1
16906,29164,3
6093,33570,1
6093,29164,1
2858,23129,2
20563,23129,1
10807,23129,2
5889,33937,1
23129,33937,1
2858,33937,1
18928,33937,1
5889,23129,1
2858,5889,1
5889,18928,1
18928,23129,1
2858,18928,2
33570,33675,1
33570,34203,2
16906,33675,1
16906,34203,2
33675,34203,1
29164,33675,1
29164,34203,2
6015,34875,1
25685,34875,1
22863,34875,1
2873,34875,1
6015,25685,1
6015,22863,1
2873,6015,1
22863,25685,1
2873,25685,1
2873,22863,1
9443,25555,1
2288,9443,1
25555,34650,1
2288,25555,1
2288,34650,1
17390,35624,1
13101,25131,1
25131,28124,1
16748,36020,1
30238,36020,1
29427,36020,1
18425,36020,1
16748,30238,1
16748,29427,1
16748,18425,1
29427,30238,1
18425,30238,1
18425,29427,1
4317,15586,1
25290,32155,1
2644,25290,2
4025,25290,1
25290,28946,2
2644,32155,1
4025,32155,1
28946,32155,1
2644,4025,1
2644,28946,2
4025,28946,1
22403,27052,2
5642,19223,2
5642,29058,2
5642,16187,1
5642,33541,2
16187,29058,1
15124,23463,1
15039,23463,1
5410,14651,1
5410,23323,1
16035,18467,1
14651,18467,1
18467,23323,1
14651,16035,1
16035,23323,1
14651,23323,1
5982,20846,1
3107,5982,1
945,20846,1
945,3107,1
5253,20846,1
3107,20846,1
3107,5253,1
5728,15435,1
15435,29150,1
15435,17212,1
15077,34971,1
9131,15077,1
975,22970,1
975,18720,1
18720,22970,1
15344,22351,1
14455,15344,1
14455,22351,1
4307,36419,1
27052,30181,1
22743,35350,1
26512,35350,1
22743,26512,1
252,29757,1
6585,25482,1
6585,24135,1
6585,9314,1
6585,14433,1
24135,25482,1
9314,25482,2
14433,25482,1
9314,24135,1
14433,24135,1
9314,14433,1
7137,35715,1
7137,19178,1
17212,24411,1
2312,9590,1
2312,11647,1
2312,19748,1
2312,15762,1
9590,11647,1
11647,19748,1
11647,15762,1
8548,35494,1
1259,13050,1
5713,30106,2
5713,30451,1
30106,30451,1
8548,19778,1
6557,8566,1
7543,8566,1
4317,6557,1
4317,7543,3
15762,27238,1
15762,30676,1
15762,23806,1
15762,24516,1
27238,30676,1
23806,27238,1
24516,27238,1
23806,30676,1
24516,30676,1
23806,24516,1
11611,22086,1
11611,17580,1
9539,11611,1
3261,11611,1
17580,22086,1
9539,22086,1
3261,22086,1
9539,17580,1
3261,17580,1
3261,9539,1
17977,35474,1
7414,12042,1
3373,35474,1
26666,35474,1
3373,26666,1
8944,17381,1
8944,25061,1
17381,25061,1
22199,33575,1
22199,31084,1
31084,33575,1
9285,17361,1
17361,24526,1
9285,24526,1
7237,24526,1
26747,30132,1
26769,30132,2
30132,31246,2
905,19568,1
4808,19568,1
905,4808,1
905,10352,1
4808,10352,1
13338,22602,1
7688,13338,1
9956,34658,1
485,34658,1
2644,25138,1
2644,19961,1
2644,36527,1
2644,14035,1
13050,35474,2
3672,13844,2
13844,31672,3
33541,36086,1
4253,15107,1
4599,15107,1
4086,15107,1
9326,15107,1
4253,4599,1
4086,4253,1
4253,9326,1
4086,4599,1
4599,9326,1
4086,9326,1
7444,34645,1
24831,34645,1
13776,34645,1
7444,24831,1
7444,13776,1
13776,24831,1
24990,36086,1
16190,19891,1
2508,16190,1
16190,35205,1
16190,29614,1
2508,19891,1
19891,35205,1
19891,29614,1
2508,35205,1
2508,29614,1
29614,35205,1
4655,26186,1
19755,26186,1
26186,26440,1
25964,26186,1
4655,19755,1
4655,26440,1
4655,25964,1
16906,19296,1
19296,34203,1
1612,22532,1
12319,36066,1
20730,36066,1
12319,20730,1
7688,12319,1
9614,34653,1
9614,11180,1
9614,26949,1
2742,34653,1
2742,11180,1
2742,26949,1
11180,34653,1
26949,34653,1
11180,26949,1
4253,15106,1
4253,27267,1
15106,33575,1
27267,33575,1
15106,27267,1
15106,18170,1
18170,27267,1
181,30067,1
1318,30067,1
13789,30067,1
7142,21452,1
16017,24456,1
6959,24456,1
3672,16017,1
3672,6959,1
16017,31672,1
6959,31672,1
6959,16017,1
28147,30038,1
3612,30038,1
20317,30132,1
20317,26769,2
20317,31246,1
18461,22657,1
22194,22657,1
18461,22194,1
13988,24884,1
18928,36135,2
18928,20563,2
20563,36135,1
6487,28671,1
6487,12182,1
999,12182,1
999,6487,1
13050,34788,2
34788,35474,1
15762,18445,1
18445,33541,1
29604,34669,1
14484,33238,1
12821,14484,3
2553,14484,1
12821,33238,1
4253,33238,1
2553,33238,1
4253,12821,2
2553,12821,1
2553,4253,1
5716,26669,1
26804,34788,1
8107,31626,1
17390,31626,1
8107,17390,1
17017,31332,1
8171,31332,1
12147,36190,1
12147,17535,1
12147,36320,1
12147,27243,1
17535,36190,1
36190,36320,1
27243,36190,1
17535,36320,1
17535,27243,1
27243,36320,1
17637,25080,1
10448,28124,1
10448,32666,1
12553,25522,1
25522,36110,1
24511,25522,1
12553,36110,1
12553,24511,1
24511,36110,1
22685,28759,1
27759,28759,1
6047,28759,1
22685,27759,1
6047,22685,1
6047,27759,1
24831,27488,1
24831,27168,1
12245,24831,1
4822,24831,1
27168,27488,1
12245,27488,1
4822,27488,1
12245,27168,1
4822,27168,1
4822,12245,1
10254,17390,1
9716,10254,1
22588,23995,1
23995,33113,1
22588,33113,1
14062,17390,1
3841,6958,1
6958,17361,1
6958,7237,1
6958,22844,1
3841,22844,1
11160,17436,1
21281,36219,1
13758,36219,1
13633,36219,1
19726,36219,1
13758,21281,1
13633,21281,1
19726,21281,1
13633,13758,1
13758,19726,1
13633,19726,1
13207,24359,1
24359,25482,1
13207,25482,1
13207,13844,1
9314,13207,1
13844,25482,1
13633,23238,3
4285,27789,1
4285,4932,1
4285,27864,1
4285,27841,1
4932,27789,1
27789,27864,1
27789,27841,1
4932,27864,1
4932,27841,1
27841,27864,1
4079,25991,1
999,25991,1
2960,31718,1
28671,29594,1
23164,29594,1
29594,34941,1
24456,29594,1
23164,28671,1
28671,34941,1
24456,28671,1
23164,34941,1
23164,24456,1
24456,34941,1
27870,34941,1
17390,27870,2
22850,27870,1
22850,34941,1
17390,22850,1
5369,34941,3
5369,31719,1
5369,23921,1
31719,34941,1
23921,34941,1
23921,31719,1
17390,23921,1
3341,26512,1
20317,26512,1
23524,26512,1
3341,20317,1
3341,23524,1
3341,26769,1
20317,23524,1
23524,26769,1
19296,32366,1
24927,32366,1
8657,32366,1
19296,24927,1
24927,29164,1
8657,24927,1
23543,36096,1
7220,36096,1
23543,31691,1
7220,31691,1
7220,23543,1
5713,16612,1
16612,30106,1
13646,19296,1
13646,23839,1
13646,33570,1
8657,13646,1
5369,29184,1
29184,34941,1
17390,29184,1
14074,25555,1
14074,32094,1
9866,14074,1
4046,14074,1
9866,25555,1
4046,25555,1
9866,32094,1
4046,32094,1
4046,9866,1
4717,21485,1
21485,32827,1
4825,21485,1
4717,32827,1
4717,4825,1
4825,32827,1
9953,25364,1
9953,10072,1
9953,30194,1
10072,25364,1
25364,30194,1
10072,30194,1
14484,25482,1
12821,25482,1
4253,25482,1
17286,36633,1
17286,31173,1
13923,17286,1
31173,36633,1
13923,36633,2
13923,31173,1
5029,14484,1
14484,16876,1
885,14484,1
14484,22947,1
5029,16876,1
885,5029,1
5029,22947,1
885,16876,1
16876,22947,1
885,22947,1
5369,23994,1
11410,16871,1
16871,36570,1
11410,36570,1
27683,35350,1
1529,35350,1
27149,35350,1
13633,35350,1
1529,27683,1
27149,27683,1
13633,27683,1
1529,27149,1
1529,13633,1
13633,27149,1
8548,33459,1
10368,29102,1
8097,29102,1
5098,6798,1
6798,23322,1
6798,15655,1
6798,23612,1
5098,23322,1
5098,15655,1
5098,23612,1
15655,23322,1
23322,23612,1
15655,23612,1
10397,22167,1
3698,10397,1
10397,23770,1
10397,33252,1
3698,22167,1
22167,23770,1
22167,33252,1
3698,23770,1
3698,33252,1
23770,33252,1
4895,31091,1
4784,31332,1
1389,31332,1
29826,31332,1
17863,31332,1
1389,4784,1
4784,29826,1
4784,17863,1
1389,29826,1
1389,17863,1
17863,29826,1
14484,24429,1
12821,24429,1
14916,19178,1
14916,20580,1
19178,20580,2
20698,32926,1
32926,35561,1
7688,32926,1
5369,36636,1
34941,36636,1
17390,36636,1
16612,26242,1
6424,16612,1
6424,26242,1
567,22399,1
19891,26205,1
19891,22691,1
15329,19891,1
19891,31453,1
22691,26205,1
15329,26205,1
26205,31453,1
15329,22691,1
22691,31453,1
15329,31453,1
18970,19722,1
19722,32045,1
13954,19722,1
18970,32045,1
13954,18970,1
13954,32045,1
18928,31052,1
31052,36135,1
999,8448,1
6486,8448,1
33570,34696,1
26498,34696,3
23603,34696,1
6022,33570,1
6022,26498,3
6022,23603,1
26498,33570,1
23603,33570,1
23603,26498,1
15870,36633,1
13579,13832,1
9314,25825,1
13844,25825,1
25825,31672,1
24359,25825,1
13844,36355,1
9314,36355,1
24359,36355,1
20561,32490,1
11834,32490,1
3207,32490,1
11834,20561,1
3207,20561,1
3207,11834,1
4261,13633,1
23164,33570,1
1558,33570,1
10074,33570,1
23164,29164,1
1558,29164,1
10074,29164,1
1558,23164,1
10074,23164,1
1558,10074,1
12556,34349,1
23608,36633,1
30291,36633,1
13923,23608,1
23608,30291,1
13923,30291,1
7593,20039,1
20039,20858,1
7593,20858,1
7185,29448,1
7185,33016,1
29448,33016,1
6020,18085,1
6020,26320,1
18085,26320,1
6486,7903,1
30293,30625,1
5300,6315,1
6315,28672,1
5300,28672,1
3612,27870,1
7435,34696,1
23185,34696,1
25095,34696,1
7435,34953,1
23185,34953,1
25095,34953,1
7435,23185,1
7435,25095,1
23185,25095,1
23238,27470,1
12736,23238,1
12736,27470,1
5176,13817,1
5176,12159,1
134,5176,2
12159,13817,1
134,13817,1
13817,28800,1
134,12159,1
12159,28800,1
17846,28800,1
28800,28899,1
5176,17846,1
5176,28899,1
17846,28899,1
134,17846,1
134,28899,1
26498,34953,2
8415,26498,2
5410,35475,1
5410,35478,1
5410,32746,1
1431,5410,1
35475,35478,1
32746,35475,1
1431,35475,1
32746,35478,1
1431,35478,1
1431,32746,1
3612,7233,1
7233,33135,1
7233,23994,1
3612,33135,1
23994,33135,1
25080,35110,1
6480,35252,1
2183,35252,1
2183,6480,1
29834,31669,1
19074,34217,1
18913,34217,1
20040,34217,1
34217,36403,1
18913,19074,1
19074,20040,1
19074,36403,1
18913,20040,1
18913,36403,1
20040,36403,1
16187,27870,1
6356,27119,1
6356,21484,2
21484,27119,1
999,34419,1
999,14378,1
28644,34419,1
14378,28644,1
14378,34419,1
17390,31010,1
18098,35671,1
23011,35671,1
5738,18098,1
18098,23011,1
11205,18098,1
5738,23011,1
11205,23011,1
6934,22134,1
23266,31286,1
23266,29467,1
14840,23266,1
11205,23266,1
5935,13124,1
5935,13680,1
13124,13680,1
23464,24366,1
24366,28779,1
134,24366,2
23464,28779,1
134,23464,1
134,28779,1
5927,18518,1
18518,23320,1
5927,23320,1
17179,23947,3
23320,23947,10
21496,23994,1
3612,21496,1
27479,32434,1
8066,32434,1
14840,32434,1
20506,32434,1
8066,27479,1
14840,27479,1
20506,27479,1
8066,14840,2
8066,20506,1
14840,20506,1
5874,7543,2
2556,5874,2
2556,7543,3
26676,27901,1
14840,27901,1
11205,27901,1
5738,9347,1
5738,6296,1
9347,35671,1
6296,35671,1
6296,9347,1
9347,11205,1
26676,31286,1
24166,26676,1
24166,31286,1
14840,24166,1
11205,24166,1
8498,28693,2
10800,28693,1
16789,28693,1
8498,36247,2
10800,36247,1
16789,36247,1
8498,10800,1
8498,16789,1
10800,16789,1
21930,36289,1
25166,36289,1
21930,25166,1
7543,32958,1
4317,32958,2
2556,32958,1
21484,32958,2
29583,32844,1
15589,29583,1
15589,32844,1
8055,11205,1
8055,14840,1
8055,35671,1
26676,35671,1
8055,26676,1
4317,5874,1
9847,13476,1
6998,9847,1
9847,25997,1
5528,28225,1
3395,17361,1
11948,17361,1
17361,22540,1
17361,20810,1
3395,11948,1
3395,22540,1
3395,20810,1
11948,22540,1
11948,20810,1
20810,22540,1
35628,35671,1
21351,35671,1
21351,35628,1
14840,35628,1
11205,35628,1
19213,33860,1
22134,28977,1
24366,28800,1
4458,28800,1
28735,28800,1
4458,24366,1
24366,28735,1
4458,28735,1
134,4458,1
134,28735,1
21887,32844,1
134,21887,1
6356,21935,1
21484,21935,1
3574,5057,1
14302,34612,1
11798,34612,1
14302,21611,1
11798,14302,1
11798,21611,1
16805,19026,1
16805,29052,1
19026,29052,1
8994,28800,1
134,8994,1
3574,8066,1
3574,21449,1
8066,11205,1
11205,21449,1
8066,21449,1
14840,21449,1
8498,12448,1
12448,36247,1
12448,28693,1
3661,8060,2
3661,15769,1
3661,34757,1
3661,24106,2
8060,15769,1
8060,34757,1
8060,24106,2
15769,34757,1
15769,24106,1
24106,34757,1
23138,34622,1
5416,23994,1
3178,18119,1
3178,23777,1
18119,33110,1
23777,33110,1
18119,27975,1
23777,27975,1
18119,23777,1
7736,32844,1
134,7736,1
3178,11825,1
17390,26591,1
9681,17390,1
23994,26591,1
9681,26591,1
9681,23994,1
7555,32844,1
134,7555,1
2556,32494,1
21484,32494,1
18823,34931,1
2511,7516,1
2511,13569,1
2511,24187,1
7516,13569,1
7516,24187,1
13569,24187,1
11205,22178,1
14840,22178,1
12211,23994,1
12211,17390,1
12678,14715,1
12678,21484,1
13324,23994,1
13324,17390,1
23994,26349,1
1345,23994,1
1345,17390,1
22592,23955,1
22592,31435,1
22592,33944,1
13901,23955,1
23955,31435,1
23955,33944,1
13901,31435,1
13901,33944,1
31435,33944,1
22933,30689,1
1734,30961,1
24856,29896,1
12976,14788,1
17541,31355,1
4935,13921,1
11511,29818,1
35116,35368,1
14501,33890,1
4204,18019,1
4204,33817,1
6921,10612,1
442,12915,1
6778,11205,1
31957,36151,1
15468,32589,1
5663,22524,1
9818,33432,1
9818,27237,1
9818,32574,1
27237,33432,1
32574,33432,1
27237,32574,1
12878,25945,1
12878,21397,1
21397,25945,1
13049,35983,1
13970,35983,1
31125,35983,1
13049,35127,1
13970,35127,1
31125,35127,1
13049,13970,1
13049,31125,1
20644,28045,1
18439,20644,1
19269,32806,1
6533,6686,1
8508,32671,1
25954,28441,1
16561,25954,1
15409,25954,1
25954,27338,1
16561,28441,1
15409,28441,1
27338,28441,1
15409,16561,1
16561,27338,1
15409,27338,1
10781,12577,1
7395,12577,1
7395,10781,1
14942,31496,1
31496,34936,1
20368,31496,1
14942,34936,1
14942,20368,1
20368,34936,1
2508,31790,2
13247,28695,1
11754,19381,1
11754,18627,1
18627,19381,1
2508,9452,1
9452,31790,1
7778,25860,1
1610,31434,1
23552,24740,1
19539,23552,1
22273,24740,1
24480,24740,1
19539,24740,1
22273,24480,1
19539,22273,1
19539,24480,1
11511,14063,1
4507,36525,1
1262,8910,1
8910,16475,2
1262,16475,1
6466,32919,2
537,6466,2
6466,35567,2
6466,9030,2
9030,32919,2
537,9030,2
9030,35567,2
3851,4496,1
2344,6939,1
18383,25842,1
28398,30691,1
14119,30691,1
14119,28398,1
22472,33062,1
16550,27840,1
12904,27228,1
17412,27875,1
328,9821,1
328,14452,1
9821,14452,1
21476,30962,1
11511,28031,1
5083,13911,2
4762,33702,1
20463,31311,1
7104,31910,1
24269,30599,1
22449,27968,1
1262,8419,1
9286,36483,1
12554,33543,1
28749,33543,1
9205,33543,1
12554,28749,1
9205,12554,1
4754,32481,1
25523,35397,1
4044,25523,1
4044,35397,1
29676,31495,1
17205,31495,3
31495,32725,1
18086,31495,1
17205,29676,1
29676,32725,1
18086,29676,1
17205,32725,1
17205,18086,1
18086,32725,1
8988,18959,1
32,18959,1
15628,18959,1
18959,19253,1
3131,13099,1
3203,13099,1
13099,23522,1
3131,3203,1
3131,23522,1
3203,23522,1
20254,22657,1
8138,30253,1
30253,33823,1
8138,33823,1
5522,5910,1
15123,18627,1
6658,34703,1
13017,35420,1
5421,13017,1
5421,35420,1
11600,27000,1
6126,16459,1
16459,30294,1
6126,30294,1
11041,14087,1
11041,22009,1
14087,22009,1
12278,13880,2
10209,18663,1
452,17656,1
12955,17656,1
452,12955,1
1752,6939,1
13103,26835,1
9556,35078,1
7031,23048,1
8904,29410,1
301,36203,1
6002,27219,1
5573,12911,1
14289,20127,1
11921,20249,1
1047,20249,1
1047,11921,1
32051,35613,1
24699,31355,2
7377,31355,1
7377,24699,1
442,18470,1
442,34989,1
18470,34989,1
22833,35203,1
122,30825,1
2816,27775,1
5174,29328,1
21527,21724,1
21527,26747,1
24037,31126,1
12847,25022,1
10215,25022,1
10215,12847,1
3421,33404,2
3421,19221,2
3421,28347,3
19221,33404,1
28347,33404,2
19221,28347,2
24112,33688,1
25892,33688,1
14078,14498,1
14078,21620,1
14498,21620,1
35106,35881,1
6018,35881,1
18562,20244,1
9251,35505,1
9251,25641,1
25641,35505,1
1749,15663,1
1749,34701,1
1749,25572,1
15663,34701,1
15663,25572,1
25572,34701,1
6482,20676,1
23377,33547,1
23614,33547,1
10342,33547,1
13332,33547,1
23377,23614,1
10342,23377,1
13332,23377,1
10342,23614,1
13332,23614,1
10342,13332,1
3421,13228,2
13228,28347,2
13228,19221,1
12088,28261,1
12088,34058,1
12088,13174,1
11345,12088,1
28261,34058,1
13174,28261,1
11345,28261,1
13174,34058,1
11345,34058,1
11345,13174,1
17178,21397,1
7515,17178,1
7515,21397,1
12214,20733,1
12214,31143,1
2277,18025,1
18025,20920,1
18025,35062,1
18025,32893,1
2277,20920,1
2277,35062,1
2277,32893,1
20920,35062,1
20920,32893,1
32893,35062,1
11963,35452,1
31301,35452,1
32878,35452,1
11963,31301,1
11963,30268,1
11963,32878,1
30268,31301,1
31301,32878,1
30268,32878,1
17591,36625,1
8703,15867,1
15867,28797,1
8703,28797,1
8904,25022,1
15123,32744,1
1032,15404,1
1032,32939,1
15404,32939,1
22108,22635,1
18898,22635,1
18898,22108,1
32499,34684,1
6192,34684,1
1193,31125,1
1287,31125,1
3582,6343,1
7425,23309,1
7425,35574,1
7425,19877,1
23309,35574,1
19877,23309,1
19877,35574,1
20056,24138,1
20056,21625,1
8300,20056,1
20056,30569,1
21625,24138,1
8300,24138,1
24138,30569,1
8300,21625,1
21625,30569,1
8300,30569,1
22968,34603,1
3236,22968,1
11301,34603,1
3236,11301,1
3236,34603,1
29481,32360,1
19307,32360,1
19307,30268,1
19307,29481,1
29481,31527,1
19307,31527,1
10736,27392,1
10736,21397,1
10736,14841,1
10736,16169,1
21397,27392,1
14841,27392,1
16169,27392,1
14841,21397,1
16169,21397,1
14841,16169,1
14399,23726,1
497,36346,1
28451,36346,1
13895,23723,1
13895,14111,1
14111,23723,1
11079,30198,1
8655,30198,1
30198,33226,1
15691,30198,1
8655,11079,1
11079,33226,1
11079,15691,1
8655,33226,1
8655,15691,1
15691,33226,1
21741,35027,1
20885,21741,1
642,21741,1
33257,35027,1
20885,33257,1
642,33257,1
20885,35027,1
642,35027,1
3587,10471,1
24621,33007,1
5663,24621,2
5663,33007,1
30489,31291,1
28917,30489,1
28917,31291,1
28475,29578,1
16305,28475,1
656,28475,1
16305,29578,1
656,29578,1
656,16305,1
9806,31910,1
9615,10918,1
2698,10753,1
10753,12493,1
2698,12493,1
30672,32292,2
23772,30672,2
23772,32292,2
5567,31867,1
20711,26482,1
19809,35582,1
19809,21452,1
19043,33605,1
24431,26664,1
23538,26664,1
23538,24431,1
9974,10459,2
7208,23208,1
10295,20278,1
9311,10295,1
9311,20278,1
429,31140,1
9983,22554,1
12053,17323,1
11469,12053,1
12053,16631,1
12053,13806,1
11469,17323,1
16631,17323,1
13806,17323,1
11469,16631,1
11469,13806,1
13806,16631,1
11963,19627,2
11963,20278,2
11963,35676,2
19627,20278,2
19627,35676,2
3696,19627,1
20278,35676,2
3696,20278,1
3696,35676,1
5320,25571,1
5320,30227,1
5320,28451,1
5320,35167,1
25571,30227,1
25571,28451,1
25571,35167,1
28451,30227,1
30227,35167,1
28451,35167,1
9068,33479,1
25010,27947,1
25010,27814,1
135,25010,1
27814,27947,1
135,27947,1
135,27814,1
12467,25989,1
15875,21260,1
15875,29928,1
21260,29928,1
23857,29928,1
3240,29928,1
30669,36402,1
16923,30669,1
16923,36402,1
12480,17074,1
16306,18803,1
4899,22908,1
21979,33605,2
12888,21979,1
12888,33605,1
16734,23862,1
9974,22968,1
10459,22968,1
12575,21260,1
8819,21260,1
8819,12575,1
3240,12575,1
3240,8819,1
15145,15444,1
15145,18676,1
15145,19061,1
9311,15444,1
15444,18676,1
15444,19061,1
9311,18676,1
9311,19061,1
18676,19061,1
14424,35918,1
14424,30607,1
30607,35918,1
1789,18080,1
6192,18080,1
9205,19091,1
808,19091,1
19091,22876,1
19091,28835,1
808,9205,1
9205,22876,1
9205,28835,1
808,22876,1
808,28835,1
22876,28835,1
26647,28838,1
8762,29886,1
4285,6604,1
4285,28562,1
4285,14566,1
31,4285,1
6604,28562,1
6604,14566,1
31,6604,1
14566,28562,1
31,28562,1
31,14566,1
12287,30703,1
12287,20275,1
20275,30703,1
1364,18663,1
20790,22524,1
2235,18382,2
4498,28363,1
4417,33479,1
17591,28131,1
4583,28131,1
4583,17591,1
4384,29448,1
1817,28732,1
10155,22649,1
6194,27483,1
1047,12458,1
16333,21629,1
17591,21629,1
16333,17591,1
9794,18568,1
13799,33054,1
30573,34330,1
5390,34240,1
4694,35896,1
18232,33640,1
16335,16831,1
3793,23862,1
4670,31867,1
15469,26727,1
2939,15469,1
2939,26727,1
2678,17004,1
25383,34584,1
2398,31355,1
20622,22173,1
22173,31513,1
17182,22173,1
5745,22173,1
20622,31513,1
17182,20622,1
5745,20622,1
17182,31513,1
5745,31513,1
5745,17182,1
694,35576,1
694,1279,1
1279,35576,1
11763,36204,1
9548,11763,1
12312,36204,1
9548,12312,1
14335,36204,1
9548,14335,1
9548,36204,1
21539,27693,1
21539,34524,1
27693,34524,1
3375,27606,1
3375,8751,1
8751,27606,1
3189,23005,1
3189,26445,1
23005,26445,1
7213,16672,1
5220,27326,1
5840,28166,1
5871,26698,1
33985,35983,1
22706,33985,1
23364,33985,1
32385,35983,1
22706,32385,1
23364,32385,1
23364,35983,1
14452,16831,1
8619,21369,1
21369,29096,1
8619,29096,1
6041,13701,1
13701,34482,1
9247,13701,1
6041,34482,1
6041,9247,1
9247,34482,1
13228,33404,1
18229,31274,1
13313,18229,1
13313,31274,1
13525,35681,1
13447,14573,1
14573,16969,1
14573,36216,1
14573,25388,1
13447,16969,1
13447,36216,1
13447,25388,1
16969,36216,1
16969,25388,1
25388,36216,1
28082,31910,1
12550,34608,1
28263,34912,1
17107,28263,1
17107,34912,1
6829,33488,1
18019,33488,1
6829,18019,1
1287,23014,1
1287,32184,1
1287,2803,1
1193,23014,1
1193,32184,1
1193,2803,1
23014,32184,1
2803,23014,1
2803,32184,1
27205,28190,1
28190,32252,1
8772,28190,1
27205,32252,1
8772,27205,1
8772,32252,1
11963,21544,1
19627,21544,1
20278,21544,1
21544,35676,1
4616,17370,1
1264,4616,1
1264,17370,1
19316,24789,1
11813,24789,1
22844,24789,1
16117,24789,1
11813,19316,1
19316,22844,1
16117,19316,1
11813,16117,1
16117,22844,1
31495,32655,1
16948,31495,1
31495,34007,1
17205,32655,1
16948,32655,1
32655,34007,1
16948,17205,1
17205,34007,1
16948,34007,1
15145,27185,1
14089,27185,1
20935,27185,1
15145,15486,1
14089,15145,1
15145,20935,1
14089,15486,1
15486,20935,1
14089,20935,1
19047,22518,1
22518,29246,1
8912,22518,1
22518,33971,1
19047,29246,1
8912,19047,1
19047,33971,1
8912,29246,1
29246,33971,1
8912,33971,1
2541,14256,1
3989,22524,1
17462,18383,1
6375,24574,1
23418,24918,1
6864,27979,1
6864,13305,1
13305,27979,1
18280,35859,1
18711,35859,1
18280,18711,1
26236,34572,1
2998,26236,1
11840,34572,1
2998,34572,1
23173,34572,1
2998,11840,1
2998,23173,1
25596,31910,1
31910,36549,1
25596,36549,1
6907,18321,1
24079,33993,1
77,12125,1
7268,13412,1
12707,28306,1
17435,24741,1
22504,25080,1
7341,17981,1
14317,14735,1
4530,20275,1
11988,13549,1
24475,24583,1
30974,31606,1
1510,31606,1
1510,30974,1
10139,27553,1
977,6101,1
977,9424,1
6101,9424,1
24621,33812,1
5663,33812,1
5340,6343,1
20366,21327,1
15455,33120,1
12477,33257,1
1495,12477,1
1495,33257,1
9689,12185,1
3441,12185,1
12185,16081,1
14112,15661,1
9886,17300,1
9886,30672,1
9886,32292,1
9886,23772,1
17300,30672,1
17300,32292,1
17300,23772,1
13436,28054,1
12053,28762,1
6016,23830,1
5310,8001,1
591,35377,1
32436,32983,1
10077,20721,1
11105,17933,1
17933,20721,1
11105,20721,1
1193,30364,1
1193,20815,1
1193,6264,1
1287,30364,1
1287,20815,1
1287,6264,1
20815,30364,1
