source,target,peso
25760,36140,1
8007,35784,1
16080,35784,1
25760,35784,1
8007,16080,1
8007,25760,1
16080,25760,1
8105,36246,1
8105,34024,3
8105,30737,1
8105,13422,4
34024,36246,1
30737,36246,1
13422,36246,1
30737,34024,1
13422,34024,4
13422,30737,1
19677,31911,1
30068,31911,1
19677,30068,1
4869,21881,1
347,21881,1
1343,21881,1
347,4869,1
1343,4869,1
10341,13941,1
10341,15165,1
10341,27382,1
13941,15165,1
13941,27382,1
15165,27382,1
14308,32223,1
25689,32223,1
19100,32223,4
14308,25689,1
14308,19100,1
19100,25689,1
2556,25008,10
1108,2556,6
2556,12833,4
2556,12612,1
1108,25008,3
12833,25008,1
12612,25008,1
1108,12833,1
1108,12612,1
12612,12833,1
7161,30445,2
6034,30445,2
21040,29920,1
14542,29920,4
14542,21040,1
11400,34971,1
7122,34971,1
21492,34971,2
7122,11400,1
11400,16065,4
11400,21492,4
7122,16065,1
7122,21492,1
16065,21492,6
4896,8546,1
8546,19765,1
6192,8546,1
8546,28892,1
4896,19765,1
4896,6192,1
4896,28892,1
6192,19765,1
19765,28892,2
6192,28892,1
8648,17593,1
8648,12683,1
8648,19255,1
12683,17593,1
17593,19255,1
12683,19255,1
21720,32721,1
25083,32721,1
15147,32721,2
9247,32721,2
21720,25083,1
15147,21720,3
9247,21720,2
15147,25083,2
9247,25083,2
4230,22343,2
1870,4230,2
1870,22343,3
15988,24849,3
30554,31053,2
5282,31053,1
12587,31053,1
24083,31053,15
17545,35159,1
29428,35159,1
25780,35159,1
20627,35159,2
17545,29428,1
17545,25780,1
17545,20627,1
25780,29428,1
20627,29428,1
20627,25780,1
24057,28133,4
6899,24057,1
24057,28300,2
24057,25876,3
6899,28133,1
28133,28300,2
25876,28133,4
6899,28300,1
6899,25876,1
25876,28300,1
11764,28655,2
11764,36587,4
11764,35968,2
11764,26604,8
28655,36587,2
28655,35968,4
26604,28655,4
35968,36587,2
26604,36587,5
26604,35968,4
402,7080,1
1012,7080,1
7080,20231,1
4770,7080,1
402,1012,1
402,20231,1
402,4770,1
1012,20231,1
1012,4770,1
4770,20231,1
14437,16180,1
14437,33824,1
14437,14556,1
14437,27703,1
16180,33824,1
14556,16180,3
16180,27703,3
14977,34212,1
6081,14977,1
9665,14977,1
14977,29181,1
6081,34212,1
9665,34212,2
6081,9665,1
6081,29181,1
9665,29181,2
13591,34385,1
13591,26572,1
13591,16521,1
26572,34385,1
16521,34385,1
16521,26572,1
16543,33029,2
16543,26462,1
6028,33029,3
6028,26462,1
26462,33029,1
13544,33029,3
13544,26462,1
14391,21318,1
21318,24229,1
21318,21342,1
4538,21318,2
14391,24229,1
14391,21342,1
4538,14391,1
21342,24229,1
4538,24229,1
4538,21342,1
15891,26505,1
6551,15891,1
15891,26100,1
6551,26505,1
26100,26505,1
6551,26100,1
14168,30681,1
7752,30681,1
5552,30681,1
7752,14168,1
5552,14168,1
14168,31467,1
5552,7752,1
7752,31467,1
5552,31467,1
1761,17318,2
1761,2079,1
1761,3612,2
2079,17318,1
3612,17318,2
2079,3612,1
26320,36528,9
19359,36528,13
19242,36528,2
9565,36528,1
19359,26320,7
19242,26320,1
9565,26320,1
19242,19359,2
9565,19359,1
9565,19242,1
5419,13227,2
6417,13227,1
13227,26939,1
7987,13227,3
5419,6417,2
5419,26939,2
5419,7987,3
6417,26939,3
6417,7987,5
7987,26939,3
13636,24146,2
13636,21689,1
12939,13636,3
1433,13636,3
21689,24146,1
12939,24146,2
1433,24146,2
12939,21689,1
1433,21689,1
1433,12939,3
14331,27560,1
14331,24343,1
14331,28208,1
14331,20732,1
24343,27560,1
27560,28208,1
20732,27560,1
24343,28208,1
20732,24343,1
20732,28208,1
16233,31476,1
493,31476,1
30857,31476,1
22391,31476,1
493,16233,1
16233,30857,2
16233,22391,2
493,30857,2
493,22391,2
22391,30857,4
24239,33762,4
10948,35253,1
10948,23111,1
10948,17156,1
10948,11530,1
23111,35253,1
17156,35253,1
11530,35253,3
17156,23111,1
11530,23111,1
11530,17156,1
7035,29547,1
7035,16984,1
11021,26736,2
11021,23833,1
5325,11021,5
11021,12503,5
23833,26736,1
5325,23833,1
12503,23833,1
13528,22526,1
22526,34350,1
4062,10514,3
10514,22488,1
4062,22488,1
4062,20721,3
20721,22488,1
8271,21081,1
8271,33516,1
8271,28057,1
8271,22934,1
21081,33516,1
21081,28057,1
21081,22934,1
28057,33516,1
22934,33516,2
22934,28057,1
21090,30096,2
19309,19537,2
19537,22283,1
19537,25857,2
19309,22283,1
19309,25857,2
22283,25857,1
962,3334,2
962,5641,1
962,18707,1
3334,5641,1
3334,18707,1
5641,18707,1
4141,14688,8
14688,31917,1
1282,14688,6
4141,31917,1
1282,4141,8
1282,31917,1
19202,34810,1
8760,19202,3
13740,19202,3
28668,34810,1
8760,28668,1
13740,28668,1
8760,34810,1
13740,34810,1
10998,17642,2
10998,27190,2
10998,33655,2
17642,27190,2
17642,33655,5
27190,33655,2
6899,21202,1
5899,6899,1
676,6899,1
6899,25056,1
5899,21202,1
676,21202,1
21202,25056,1
676,5899,1
5899,25056,1
676,25056,1
12972,25375,1
19228,25375,1
25375,35683,1
2252,25375,1
12972,19228,1
12972,35683,1
2252,12972,1
19228,35683,1
2252,19228,1
2252,35683,1
14703,19092,1
19092,29072,1
14703,29072,1
14703,25745,1
14339,14703,1
25745,29072,1
14339,29072,1
6889,36414,1
6889,26221,1
6889,11334,1
6889,25084,1
26221,36414,1
11334,36414,2
25084,36414,2
11334,26221,1
25084,26221,1
11334,25084,1
15891,19325,1
15891,22121,1
1054,15891,1
19325,22121,3
1054,19325,2
1054,22121,2
1860,19156,1
1860,2480,1
1860,11399,1
1860,18837,1
2480,19156,1
11399,19156,1
18837,19156,1
2480,11399,1
2480,18837,1
11399,18837,2
22674,26357,2
40,9656,1
40,18386,1
40,13957,1
40,17865,3
9656,18386,1
9656,13957,1
9656,17865,2
13957,18386,1
17865,18386,1
13957,17865,1
25568,30885,1
22281,25568,2
11443,12027,1
5402,11443,1
11443,26734,1
5806,11443,1
5402,12027,1
12027,26734,1
5806,12027,1
5402,26734,1
5402,5806,4
5806,26734,1
8121,28455,1
8121,32162,1
8121,14904,1
8121,16134,1
28455,32162,1
14904,28455,2
16134,28455,2
14904,32162,1
16134,32162,1
14904,16134,1
2993,30927,3
2993,20903,4
2993,19530,2
2993,22992,7
20903,30927,1
19530,30927,1
22992,30927,2
19530,20903,1
20903,22992,1
19530,22992,1
9338,30123,1
9338,12530,1
342,9338,1
9338,23178,1
12530,30123,1
342,30123,1
23178,30123,1
342,12530,1
12530,23178,1
342,23178,1
14976,15502,2
15502,17371,1
15502,23990,1
15502,19969,1
14976,17371,1
14976,23990,1
14976,19969,1
17371,23990,1
17371,19969,1
19969,23990,1
12485,32782,1
12485,13160,1
12485,23232,1
12485,30533,1
13160,32782,1
23232,32782,1
30533,32782,1
13160,23232,1
13160,30533,1
23232,30533,1
13502,18347,1
9773,13502,1
13502,33167,1
18347,33167,1
9773,33167,1
1160,33790,1
1160,15162,1
1160,25228,1
15162,33790,1
15162,25228,2
8551,32532,6
8551,26538,2
8551,18948,3
8551,34131,7
26538,32532,2
18948,32532,3
32532,34131,7
18948,26538,2
26538,34131,2
18948,34131,3
5166,30857,2
493,5166,1
5166,11983,2
5166,22391,2
11983,30857,2
493,11983,1
11983,22391,2
17845,30024,1
17845,32915,1
17845,20456,1
5462,17845,1
30024,32915,1
20456,30024,1
5462,30024,1
20456,32915,1
5462,32915,1
5462,20456,1
4380,12982,1
4380,23373,1
4380,24340,1
570,4380,1
12982,23373,1
12982,24340,1
570,12982,1
23373,24340,1
570,23373,1
570,24340,1
9407,17173,1
22024,26047,1
4833,22024,1
4833,26047,1
16304,29999,2
7447,16304,2
1739,16304,1
8767,16304,1
1739,29999,1
8767,29999,2
1739,7447,1
1739,8767,1
2455,30511,1
2455,17392,1
17392,30511,1
3993,8350,1
3993,12628,1
3993,6477,2
8350,12628,1
6477,8350,1
6477,12628,1
24956,27357,1
14221,27357,1
25775,27357,6
3384,27357,4
14221,24956,1
24956,25775,1
3384,24956,1
14221,25775,1
3384,14221,1
3384,25775,8
11898,14666,5
1886,16239,1
524,16239,1
2390,16239,1
16239,34374,1
524,1886,1
1886,2390,3
1886,34374,2
524,2390,2
524,34374,2
2390,34374,5
16999,32955,1
14061,26426,2
14061,35105,2
13014,14061,2
14061,25760,3
26426,35105,1
13014,26426,1
25760,26426,2
13014,35105,1
25760,35105,1
13014,25760,2
19063,26372,1
4710,26372,1
14371,19063,1
4710,19063,1
4710,14371,1
11713,34917,1
11136,34917,3
11713,26628,1
11136,11713,1
405,3337,6
405,30882,1
405,17433,1
405,27767,4
3337,30882,1
3337,17433,1
17433,30882,1
27767,30882,1
17433,27767,1
6317,24841,9
19971,24841,3
484,24841,8
15092,24841,9
6317,19971,3
484,6317,8
6317,15092,9
484,19971,3
15092,19971,3
484,15092,15
7890,8326,1
7890,25902,1
7890,9009,3
7890,32066,1
8326,25902,1
8326,9009,1
8326,32066,1
9009,25902,2
25902,32066,1
9009,32066,1
12939,32539,1
12939,23089,1
326,12939,1
12939,32220,1
23089,32539,1
326,32539,1
32220,32539,1
326,23089,1
23089,32220,1
326,32220,1
873,25340,1
8765,25340,1
23068,25340,1
873,8765,1
873,23068,1
873,30671,1
8765,23068,1
8765,30671,1
23068,30671,2
21242,29025,1
21242,23104,1
21242,29657,1
3932,21242,1
23104,29025,1
29025,29657,1
3932,29025,1
23104,29657,1
3932,23104,1
3932,29657,1
5553,15707,2
5363,15707,2
9273,15707,2
2093,15707,2
5363,5553,2
5553,9273,2
2093,5553,2
5363,9273,2
2093,5363,2
2093,9273,2
17482,20422,1
746,20422,1
20422,31998,1
20422,32951,1
746,17482,1
17482,31998,1
17482,32951,1
746,31998,1
746,32951,1
31998,32951,1
1295,8104,1
1295,12939,1
1295,22836,1
8104,12939,1
8104,22836,1
12939,22836,1
24057,32126,2
24057,32660,1
28133,32126,2
28133,32660,1
32126,32660,1
28300,32126,1
4388,10130,1
3533,10130,1
10130,22135,1
10130,17913,1
3533,4388,1
4388,22135,2
4388,17913,2
3533,22135,1
3533,17913,1
17913,22135,2
619,5157,1
5157,14073,1
5157,34042,1
5157,33653,1
619,14073,1
619,34042,1
619,33653,1
14073,34042,1
14073,33653,1
33653,34042,1
16609,26035,1
11740,16609,1
16609,20976,2
16609,16716,6
11740,26035,1
20976,26035,1
16716,26035,1
11740,20976,1
11740,16716,1
16716,20976,2
11929,17201,1
17201,27887,1
3526,17201,1
17201,31090,1
11929,27887,1
3526,11929,1
11929,31090,1
3526,27887,1
27887,31090,1
3526,31090,1
21485,33885,1
17980,33885,2
3340,21485,1
17980,21485,1
21485,29749,1
3340,17980,1
17980,29749,2
28869,30842,2
28869,33689,1
18687,28869,1
28163,28869,2
30842,33689,1
18687,30842,1
28163,30842,2
18687,33689,1
28163,33689,1
18687,28163,1
3959,14165,1
1627,14165,1
14165,15183,1
14165,29484,1
1627,3959,1
3959,15183,1
3959,29484,1
1627,15183,1
1627,29484,1
15183,29484,1
11999,12819,1
2338,11999,1
11352,11999,1
2338,12819,1
11352,12819,1
2338,11352,1
24363,36460,3
8520,24363,1
6516,36460,3
6516,8520,1
8520,36460,1
7205,36460,4
7205,8520,1
21572,32984,1
32900,32984,1
30947,32984,1
5025,32984,1
21572,32900,1
21572,30947,1
5025,21572,1
30947,32900,1
5025,32900,1
5025,30947,1
9793,19414,1
19414,29338,1
19414,25935,1
19414,32215,1
9793,29338,1
9793,25935,1
9793,32215,1
25935,29338,1
29338,32215,1
25935,32215,1
1656,27131,1
10910,13123,2
10910,25492,1
10910,26370,3
13123,17609,1
17609,25492,1
17609,26370,3
13123,25492,1
13123,26370,1
25492,26370,1
8728,29884,1
7338,29884,1
7338,8728,1
15268,28906,1
1993,34808,1
25745,34808,1
1993,25745,4
5805,25745,6
14910,36452,1
5641,10093,1
22030,34644,1
8845,34644,3
1283,30031,1
1283,12230,1
1283,28507,2
12230,30031,1
12230,28507,3
14380,17434,1
487,14380,2
6248,9245,2
268,9245,1
9245,23514,1
9245,19153,1
268,6248,1
6248,23514,1
6248,19153,1
268,23514,1
268,19153,1
19153,23514,1
14041,21704,1
21704,31123,1
20530,31123,1
13685,21704,1
20530,21704,1
13685,20530,1
5641,28138,1
5641,28961,1
5641,11584,1
28138,28961,1
11584,28138,1
11584,28961,1
4037,20478,1
4037,30911,1
4037,5805,1
25679,30213,1
691,25679,4
691,30213,1
12628,27619,3
17214,34244,2
31711,34244,1
27527,34244,1
12113,34244,1
25187,35236,1
25059,35236,1
3346,17679,2
3346,28723,2
3346,25389,3
17679,28723,1
17679,25389,4
25389,28723,5
2691,18851,2
9034,18851,1
18851,25732,2
7447,18851,3
2691,9034,1
2691,25732,2
2691,7447,4
9034,25732,1
7447,9034,1
7447,25732,2
15009,15718,1
15718,23115,2
15718,36188,1
15718,23873,3
15009,23115,1
15009,36188,1
15009,23873,1
23115,36188,1
23115,23873,2
23873,36188,1
15091,17700,1
14143,17700,1
17700,19301,1
14143,15091,1
15091,19301,1
15091,16860,1
14143,19301,1
14143,16860,1
16860,19301,1
23386,34298,1
15336,23386,1
1654,23386,1
9114,23386,1
15336,34298,1
1654,34298,1
9114,34298,1
1654,15336,1
9114,15336,1
1654,9114,1
2244,30927,2
11437,30927,1
2244,22992,1
11437,22992,1
2244,11437,2
2244,2993,3
2993,11437,6
13898,22951,2
22951,24979,2
11241,22951,1
10164,22951,2
13898,24979,2
11241,13898,1
10164,13898,2
11241,24979,1
10164,24979,2
10164,11241,1
27032,33266,1
27032,33209,1
10163,27032,1
12589,27032,1
33209,33266,1
10163,33266,1
12589,33266,1
10163,33209,1
12589,33209,2
10163,12589,1
6912,7527,1
1884,7527,1
7527,30106,1
2664,7527,2
1884,6912,1
6912,30106,1
2664,6912,1
1884,30106,1
1884,2664,1
2664,30106,1
18348,34274,1
18348,25325,2
25325,34274,1
4849,11557,1
4834,4849,1
4849,5093,1
4849,33762,1
4834,11557,1
5093,11557,4
11557,33762,2
4834,5093,1
4834,33762,1
5093,33762,2
6358,24836,1
11879,24836,1
24836,30392,1
23908,24836,1
28079,30927,1
10300,30927,1
2244,28079,1
10300,28079,1
2993,28079,2
2993,10300,1
7707,29357,1
7707,23865,1
11945,20026,1
11478,20026,1
8037,20026,1
4304,20026,1
11478,11945,1
8037,11945,1
4304,11945,2
8037,11478,1
4304,11478,1
4304,8037,1
5519,23889,1
23889,29579,1
22264,23889,1
1895,23889,1
5519,29579,1
5519,22264,1
1895,5519,1
22264,29579,1
1895,29579,1
1895,22264,1
27294,34389,1
21898,27294,1
21898,34389,5
14061,29449,1
13014,29449,1
25760,29449,1
13557,19341,4
19341,31527,2
11423,30618,1
23105,30618,1
4330,30618,1
9771,30618,1
11423,23105,1
4330,11423,1
9771,11423,1
4330,23105,1
9771,23105,1
4330,9771,1
7871,20004,1
14618,16363,1
14618,21181,1
14618,22054,1
16363,21181,1
16363,22054,1
21181,22054,1
25698,31203,1
3021,25698,1
25698,30277,1
25698,25707,1
3021,31203,1
3021,30277,1
3021,25707,1
22500,25794,1
7566,22500,2
3720,22500,3
7566,25794,1
3720,25794,1
25794,27767,1
3720,7566,1
7566,27767,2
3720,27767,5
3581,22255,3
4650,22255,3
4789,22255,1
15184,22255,3
3581,4650,3
3581,4789,1
3581,15184,3
4650,4789,1
4650,15184,3
4789,15184,2
8506,24706,1
24706,24813,1
24706,28896,1
6270,24706,1
8506,28896,1
6270,8506,1
24813,28896,1
6270,24813,1
6270,28896,1
16984,30827,3
10529,30827,4
19874,30827,3
10529,16984,3
10529,19874,3
17195,32121,2
17195,33546,1
17195,30465,4
32121,33546,1
30465,32121,2
32121,36382,2
30465,33546,1
33546,36382,1
30465,36382,3
11314,32889,1
11314,28230,1
11314,11487,1
11314,33762,1
28230,32889,1
11487,32889,1
32889,33762,1
11487,28230,1
11487,33762,1
325,2976,1
2976,20812,1
2013,2976,1
2976,35951,1
325,20812,1
325,2013,1
325,35951,1
2013,20812,1
20812,35951,1
2013,35951,1
8033,30989,1
8033,8205,2
8033,24468,3
24377,30989,1
8205,30989,1
24468,30989,1
8205,24377,1
24377,24468,2
8205,24468,2
15485,19970,1
6237,15485,1
12398,15485,1
15485,27582,1
6237,19970,1
12398,19970,1
19970,27582,1
6237,12398,1
12398,27582,1
5600,12837,1
5600,29492,1
12837,13218,1
13218,29492,1
12837,29492,1
12837,36245,1
29492,36245,2
11335,11999,1
11999,24563,1
11999,13209,1
11999,19408,1
11335,24563,1
11335,13209,1
11335,19408,1
13209,24563,1
19408,24563,1
13209,19408,1
23196,34372,1
17666,34372,1
31400,34372,1
34372,35995,1
17666,23196,1
23196,31400,1
23196,35995,1
17666,31400,1
17666,35995,1
31400,35995,1
25942,27402,1
10441,27402,1
27402,27457,1
27402,28282,1
10441,25942,1
25942,27457,1
25942,28282,1
10441,27457,1
10441,28282,2
27457,28282,4
8930,18851,1
8930,25213,1
7447,8930,1
1441,8930,1
18851,25213,1
1441,18851,1
7447,25213,1
1441,25213,1
1441,7447,1
3127,11599,1
3127,9832,2
3127,6714,1
3127,7790,4
9832,11599,1
6714,11599,1
7790,11599,1
6714,9832,1
7790,9832,2
6714,7790,1
6516,27828,5
6516,33259,2
24363,27828,3
27828,33259,2
7205,27828,5
24363,33259,1
7205,33259,2
15758,19336,1
19336,29181,1
2281,19336,1
16294,19336,1
15758,29181,1
2281,15758,1
15758,16294,1
2281,29181,2
16294,29181,1
2281,16294,1
9342,32486,1
6511,9342,1
9342,29527,1
2249,9342,1
6511,32486,1
29527,32486,1
2249,32486,1
6511,29527,1
2249,6511,1
2249,29527,1
13804,32678,1
15578,32678,1
11871,32678,1
7812,32678,1
13804,15578,1
11871,13804,1
7812,13804,1
11871,15578,1
7812,15578,1
7812,11871,1
14800,35753,2
24043,35753,1
3767,35753,2
32656,35753,1
14800,24043,1
3767,14800,2
14800,32656,1
3767,24043,1
24043,32656,1
3767,32656,1
2504,36009,1
30395,34398,2
30681,34398,1
9837,34398,1
13223,34398,4
30395,30681,1
9837,30395,1
13223,30395,3
9837,30681,1
13223,30681,1
9837,13223,1
17434,30882,4
27509,30882,1
25083,30882,1
4783,30882,3
17434,27509,1
17434,25083,2
4783,17434,4
25083,27509,1
4783,27509,1
4783,25083,2
11289,26895,1
16001,35289,1
11387,35289,1
16001,26521,1
11387,26521,1
5129,33253,8
17729,33253,9
5129,17729,8
4906,26529,1
21487,23243,1
23243,35629,1
4775,23243,1
9469,23243,2
21487,35629,2
4775,21487,1
9469,21487,1
4775,35629,1
9469,35629,1
4775,9469,1
19666,36418,1
10212,36418,1
1343,36418,1
13511,36418,1
10212,19666,1
1343,19666,1
13511,19666,1
1343,10212,1
10212,13511,1
22054,24344,1
21758,24344,1
21758,22054,2
13962,18531,4
13962,24522,3
18531,24522,4
18753,28423,4
13602,28423,6
9379,28423,1
452,28423,1
13602,18753,2
9379,18753,1
452,18753,1
9379,13602,1
452,13602,1
452,9379,1
11040,16062,1
16062,23424,1
16062,20887,1
11040,23424,1
11040,20887,1
28121,35112,1
25654,28121,1
17454,26632,1
4692,17454,1
17454,34971,1
17454,25661,1
4692,26632,1
26632,34971,1
25661,26632,1
4692,34971,1
4692,25661,1
25661,34971,1
9670,19124,2
2233,5673,5
5673,6285,1
2233,6285,1
31721,34024,1
22695,34024,1
8105,31721,1
22695,31721,1
13422,31721,1
8105,22695,1
13422,22695,1
7181,16700,3
2085,7181,1
7181,9909,7
7181,14519,5
2085,16700,1
9909,16700,4
14519,16700,2
2085,9909,1
2085,14519,1
9909,14519,11
17901,22604,1
18665,22604,1
9295,22604,3
22604,26539,3
1582,18240,1
13740,18240,1
18240,25389,1
1582,13740,1
1582,25389,1
1582,7566,1
13740,25389,1
7566,13740,1
7566,25389,1
4804,18171,1
8092,18171,1
18171,25707,3
18171,30277,4
6133,14005,1
6013,14005,3
14005,33435,3
6013,6133,1
6133,33435,1
6013,33435,6
1578,31965,2
10195,31965,1
25059,31965,8
1578,10195,1
1578,25059,2
10195,25059,1
10854,13126,1
13126,19892,1
13126,30258,1
13126,36543,1
10854,19892,1
10854,30258,1
10854,36543,1
19892,30258,1
19892,36543,1
30258,36543,1
19999,29312,1
19999,25640,1
19999,24458,1
19999,25761,1
25640,29312,1
24458,29312,1
25761,29312,1
24458,25640,1
25640,25761,1
24458,25761,1
691,10565,1
691,27557,1
691,31467,4
691,18019,1
10565,27557,1
10565,31467,1
10565,18019,1
27557,31467,1
18019,27557,1
18019,31467,4
7197,21220,1
17049,21220,2
7197,28300,1
7197,17049,1
7197,32660,1
17049,28300,1
17049,32660,1
3317,21600,1
21600,24687,1
21600,35387,1
3317,35387,2
24687,35387,1
19825,32001,1
19825,25028,1
19825,34225,1
19825,31928,1
25028,32001,1
32001,34225,1
31928,32001,1
25028,34225,1
25028,31928,1
31928,34225,1
1224,7068,1
7068,34464,1
7068,24882,1
7068,18306,1
1224,34464,1
1224,24882,1
1224,18306,1
24882,34464,1
18306,34464,1
18306,24882,1
15983,18807,1
11973,18807,1
18807,23298,1
8686,18807,1
11973,15983,1
15983,23298,1
8686,15983,1
11973,23298,1
8686,11973,1
8686,23298,1
2725,27756,3
24428,27756,4
12131,32677,1
12131,30262,1
12131,22575,1
12131,34298,1
22575,32677,1
22575,30262,1
22575,34298,1
8500,27855,2
8500,18824,2
8500,36674,1
8500,11416,1
18824,27855,3
27855,36674,1
11416,27855,1
18824,36674,1
11416,18824,1
11416,36674,1
11700,23267,1
4062,11700,1
4062,23267,1
1472,20171,1
9057,27588,2
23941,25401,1
21749,23941,1
21749,25401,1
9184,30806,1
17016,30806,2
9184,17016,1
1290,34667,1
1290,10077,1
10017,27854,1
7692,22411,1
7692,13990,1
13990,22411,2
27949,27973,2
17423,27973,2
11263,27973,4
17423,27949,2
11263,27949,2
11263,17423,2
21747,32663,3
17170,21747,1
9868,21747,8
17170,32663,2
9868,32663,7
9868,17170,3
5269,32388,6
11455,32388,2
5266,32388,1
18391,32388,4
5269,11455,2
5266,5269,1
5269,18391,9
5266,11455,1
11455,18391,1
5266,18391,1
17277,32249,1
8754,17277,1
8754,32249,1
2230,7695,2
2230,6072,2
2230,20362,3
882,2230,1
6072,7695,1
7695,20362,2
882,7695,1
6072,20362,4
882,6072,3
882,20362,1
21662,29290,1
11247,29290,3
11247,21662,1
16545,24129,2
20981,23486,4
17695,18342,4
5112,17695,4
5112,18342,52
6100,35390,2
32905,35390,2
6100,32905,3
3720,33413,1
1075,3720,1
3720,24849,5
3720,20388,1
1075,33413,1
24849,33413,1
20388,33413,1
1075,24849,1
1075,20388,1
20388,24849,1
28406,29782,2
22329,29782,2
22329,28406,3
12183,32909,1
22364,32909,1
22619,32909,1
20107,32909,1
12183,22364,1
12183,22619,1
12183,20107,1
22364,22619,1
20107,22364,1
20107,22619,1
318,17682,1
102,17682,1
5053,17682,1
17682,24636,1
102,318,1
318,5053,1
318,24636,1
102,5053,1
102,24636,1
5053,24636,1
27524,35599,2
23979,27524,2
1943,17493,1
1943,24849,1
17493,32596,1
24849,32596,1
17493,24849,1
20795,25083,1
1079,12813,1
1079,23036,2
1079,26523,2
12813,23036,1
12813,26523,1
23036,26523,2
12896,30151,3
12896,35520,3
30151,35520,3
22727,26572,2
22727,23445,1
6028,11571,1
6028,6338,1
6028,15405,1
6338,11571,1
11571,15405,1
6338,15405,1
20421,29982,4
6100,29982,1
15819,29982,1
14688,29982,4
6100,20421,1
15819,20421,1
14688,20421,6
6100,15819,1
6100,14688,1
14688,15819,1
9769,24706,1
9769,25643,1
9769,24336,1
24706,25643,1
19667,22610,1
13350,19667,1
19667,32216,1
19667,21810,1
13350,22610,1
22610,32216,2
21810,22610,1
13350,32216,1
13350,21810,1
21810,32216,1
9045,25745,1
16766,25745,2
1430,13739,1
1430,22744,1
1430,17993,1
12277,15912,1
15281,15912,1
15912,28423,1
12277,15281,1
15281,28423,1
1577,15268,1
11755,15268,1
15268,25577,1
1577,11755,1
1577,25577,1
1577,16984,1
11755,25577,1
11755,16984,1
16984,25577,1
1646,7566,1
1646,32234,2
7566,32234,2
7566,12628,5
12628,32234,5
2709,9295,6
2709,9421,6
9295,9421,12
15291,18845,1
1343,15291,1
1343,18845,1
1282,4015,1
1094,4015,1
1094,1282,1
5550,12561,1
4125,5550,1
30055,35854,1
21523,35854,1
25027,35854,1
14423,35854,1
21523,30055,1
25027,30055,1
21523,25027,1
14423,21523,1
14423,25027,1
13750,32950,1
32950,36284,1
13750,36284,1
15080,35683,2
12628,15135,1
12628,15412,1
15135,15412,1
7566,15135,1
7566,15412,1
10514,20459,2
20459,20721,2
4062,20459,2
6765,28591,1
7972,28591,2
12003,29171,2
12003,22329,3
22329,29171,2
17049,30444,1
21220,30444,1
16269,21562,1
3964,25016,1
15290,25016,1
3964,15290,1
2703,13643,1
13643,36414,1
13643,17891,1
2703,36414,1
2703,17891,1
9439,14485,7
17266,34350,2
9163,34350,1
9163,17266,1
2658,17000,1
2658,31295,1
2658,13963,1
2658,29924,1
17000,31295,1
13963,17000,1
17000,29924,1
13963,31295,1
29924,31295,1
13963,29924,1
4141,20421,4
1282,20421,2
19027,36583,1
8213,36583,1
8213,19027,1
12950,26024,1
9188,26024,1
9188,12950,1
16941,20753,1
11836,16941,5
11836,20753,2
18532,30843,1
18743,30843,1
8978,30843,1
10182,30843,1
18532,18743,1
8978,18532,1
10182,18532,1
8978,18743,1
10182,18743,1
7695,19549,1
7147,7695,1
2230,19549,1
2230,7147,1
7147,19549,1
19549,20362,4
25807,33984,1
11667,33984,1
24823,33984,1
33984,35951,1
11667,25807,1
24823,25807,1
25807,35951,1
11667,24823,1
11667,35951,1
24823,35951,1
5523,23847,1
5154,32469,1
5154,21164,1
5154,33711,1
21164,32469,1
21164,33711,1
248,17609,1
248,10910,1
10917,21426,4
19566,21426,1
8521,21426,10
10917,19566,1
8521,10917,5
8521,19566,5
3240,28749,1
20278,28749,2
27762,28749,1
3240,20278,2
3240,27762,1
20278,27762,1
14385,20119,1
20119,28575,1
20119,36304,4
20119,28308,2
14385,28575,1
14385,36304,1
14385,28308,1
28575,36304,1
28308,28575,1
4263,10467,1
10467,25707,1
8908,10467,1
10467,30277,1
4263,25707,1
4263,8908,1
4263,30277,1
8908,25707,1
8908,30277,1
1002,20811,2
19183,20811,1
20811,33974,1
15622,20811,2
1002,19183,1
1002,33974,1
1002,15622,2
19183,33974,1
15622,19183,1
15622,33974,1
3339,14522,1
14522,35518,1
3388,14522,3
14522,24377,2
3339,35518,1
3339,3388,1
3339,24377,1
3388,35518,1
24377,35518,1
3388,24377,2
8405,30693,1
12628,30693,1
23036,24534,1
24534,36421,1
24534,26872,1
16307,24534,1
23036,36421,1
23036,26872,1
16307,23036,1
26872,36421,1
16307,36421,1
16307,26872,1
17933,29153,1
17933,24104,1
17933,34283,1
5668,17933,1
24104,29153,1
29153,34283,1
5668,29153,1
24104,34283,1
5668,24104,1
5668,34283,1
3337,15664,1
3337,11310,1
11310,15664,1
24239,25408,1
25408,33762,1
6613,11289,1
9009,18529,1
18529,27749,1
18529,28025,1
18529,23110,1
452,2047,1
2047,29845,1
2047,5395,1
452,29845,1
452,5395,1
5395,29845,1
27755,27957,1
5435,27957,1
7674,27957,1
5435,27755,1
7674,27755,1
5435,7674,1
9232,17254,1
17254,21222,1
16888,17254,1
1742,17254,1
9232,21222,1
9232,16888,1
1742,9232,1
16888,21222,1
1742,21222,1
1742,16888,1
13535,18955,1
13646,18955,1
10386,18955,1
3088,18955,1
13535,13646,1
10386,13535,1
3088,13535,1
10386,13646,1
3088,13646,1
3088,10386,1
8265,11738,1
8265,28121,1
4612,8265,1
5099,8265,1
11738,28121,1
