Source,Target,Type,Id,Label,timeset,Weight,year
"Torres, J.","García, J.",Undirected,593,,,1,2018
"Torres, J.","Vaca, C.",Undirected,594,,,5,2016
"Ortiz, K.","García, J.",Undirected,595,,,1,2018
"Ortiz, K.","Vaca, C.",Undirected,596,,,2,2017
"García, J.","Vaca, C.",Undirected,597,,,1,2018
"Jiménes, K.","Pincay, J.",Undirected,598,,,1,2018
"Jiménes, K.","Villavicencio, M.",Undirected,599,,,1,2018
"Jiménes, K.","Jiménez, A.",Undirected,600,,,1,2018
"Pincay, J.","Jiménez, A.",Undirected,601,,,1,2018
"Villavicencio, M.","Jiménez, A.",Undirected,602,,,1,2018
"Rosero, S.","Jimenez, A.",Undirected,603,,,1,2018
"Herrera, E.V.","Vela, E.M.",Undirected,606,,,1,2018
"Herrera, E.V.","Arce, V.A.",Undirected,607,,,1,2018
"Herrera, E.V.","Molina, K.G.",Undirected,608,,,1,2018
"Herrera, E.V.","Plaza, D.A.",Undirected,609,,,1,2018
"Vela, E.M.","Arce, V.A.",Undirected,610,,,1,2018
"Vela, E.M.","Molina, K.G.",Undirected,611,,,1,2018
"Vela, E.M.","Plaza, D.A.",Undirected,612,,,1,2018
"Arce, V.A.","Molina, K.G.",Undirected,613,,,1,2018
"Arce, V.A.","Plaza, D.A.",Undirected,614,,,1,2018
"Molina, K.G.","Plaza, D.A.",Undirected,615,,,1,2018
"Coque, S.","Villavicencio, M.",Undirected,622,,,1,2018
"Da Silva, B.","Braeken, A.",Undirected,623,,,3,2017
"Da Silva, B.","Domínguez, F.",Undirected,624,,,1,2018
"Da Silva, B.","Touhafi, A.",Undirected,625,,,3,2017
"Braeken, A.","Domínguez, F.",Undirected,626,,,1,2018
"Braeken, A.","Touhafi, A.",Undirected,627,,,3,2017
"Domínguez, F.","Touhafi, A.",Undirected,628,,,1,2018
"Suárez, P.L.","Sappa, A.D.",Undirected,629,,,4,2017
"Suárez, P.L.","Vintimilla, B.X.",Undirected,630,,,4,2017
"Echeverria, V.","Power, T.",Undirected,631,,,1,2018
"Echeverria, V.","Hayes, C.",Undirected,632,,,1,2018
"Martinez-Maldonado, R.","Power, T.",Undirected,633,,,1,2018
"Martinez-Maldonado, R.","Hayes, C.",Undirected,634,,,1,2018
"Power, T.","Hayes, C.",Undirected,635,,,1,2018
"Power, T.","Shum, S.B.",Undirected,636,,,1,2018
"Hayes, C.","Shum, S.B.",Undirected,637,,,1,2018
"Garcia, J.C.","Avendaño, A.",Undirected,639,,,1,2018
"Garcia, J.C.","Vaca, C.",Undirected,640,,,1,2018
"Avendaño, A.","Vaca, C.",Undirected,641,,,2,2017
"Gutiérrez, F.","Seipp, K.",Undirected,646,,,1,2018
"Gutiérrez, F.","Ochoa, X.",Undirected,647,,,1,2018
"Gutiérrez, F.","De Laet, T.",Undirected,648,,,1,2018
"Gutiérrez, F.","Verbert, K.",Undirected,649,,,1,2018
"Seipp, K.","Ochoa, X.",Undirected,650,,,1,2018
"Seipp, K.","De Laet, T.",Undirected,651,,,1,2018
"Seipp, K.","Verbert, K.",Undirected,652,,,1,2018
"Ochoa, X.","De Laet, T.",Undirected,653,,,1,2018
"Ochoa, X.","Verbert, K.",Undirected,654,,,3,2015
"De Laet, T.","Verbert, K.",Undirected,655,,,1,2018
"Cordova-Garcia, J.","Xie, D.",Undirected,656,,,1,2018
"Cordova-Garcia, J.","Zhao, Y.",Undirected,657,,,1,2018
"Cordova-Garcia, J.","Zuo, L.",Undirected,658,,,1,2018
"Wang, X.","Xie, D.",Undirected,659,,,1,2018
"Wang, X.","Zhao, Y.",Undirected,660,,,1,2018
"Wang, X.","Zuo, L.",Undirected,661,,,1,2018
"Xie, D.","Zhao, Y.",Undirected,662,,,1,2018
"Xie, D.","Zuo, L.",Undirected,663,,,1,2018
"Zhao, Y.","Zuo, L.",Undirected,664,,,1,2018
"Rodes, V.","Cechinel, C.",Undirected,675,,,1,2018
"Rodes, V.","Dos Santos, H.L.",Undirected,676,,,1,2018
"Rodes, V.","Ochoa, X.",Undirected,677,,,1,2018
"Rodes, V.","Alonso, G.E.",Undirected,678,,,1,2018
"Cechinel, C.","Ochoa, X.",Undirected,679,,,2,2017
"Dos Santos, H.L.","Ochoa, X.",Undirected,680,,,2,2017
"Ochoa, X.","Alonso, G.E.",Undirected,681,,,1,2018
"Martinez-Maldonado, R.","Prieto, L.P.",Undirected,688,,,1,2018
"Martinez-Maldonado, R.","Ochoa, X.",Undirected,689,,,1,2018
"Martinez-Maldonado, R.","Worsley, M.",Undirected,690,,,1,2018
"Echeverria, V.","Prieto, L.P.",Undirected,691,,,1,2018
"Echeverria, V.","Ochoa, X.",Undirected,692,,,1,2018
"Echeverria, V.","Worsley, M.",Undirected,693,,,1,2018
"Prieto, L.P.","Ochoa, X.",Undirected,694,,,2,2017
"Prieto, L.P.","Worsley, M.",Undirected,695,,,2,2017
"Ochoa, X.","Worsley, M.",Undirected,696,,,3,2015
"Esparragoza, I.E.","Ocampo, J.",Undirected,697,,,1,2018
"Esparragoza, I.E.","Rodriguez, J.",Undirected,698,,,1,2018
"Esparragoza, I.E.","Lascano, S.",Undirected,699,,,1,2018
"Esparragoza, I.E.","Ivashyn, U.",Undirected,700,,,1,2018
"Ocampo, J.","Rodriguez, J.",Undirected,701,,,1,2018
"Ocampo, J.","Lascano, S.",Undirected,702,,,1,2018
"Ocampo, J.","Ivashyn, U.",Undirected,703,,,1,2018
"Rodriguez, J.","Lascano, S.",Undirected,704,,,1,2018
"Rodriguez, J.","Ivashyn, U.",Undirected,705,,,1,2018
"Lascano, S.","Ivashyn, U.",Undirected,706,,,1,2018
"Castro, R.","Ochoa, D.",Undirected,719,,,3,2016
"Castro, R.","Criollo, R.",Undirected,720,,,2,2017
"Ochoa, D.","Criollo, R.",Undirected,721,,,2,2017
"Castro, R.","Vaca, C.",Undirected,735,,,2,2017
"Murillo, J.R.","Totoy, G.",Undirected,736,,,1,2017
"Murillo, J.R.","Abad, C.L.",Undirected,737,,,1,2017
"Totoy, G.","Abad, C.L.",Undirected,738,,,1,2017
"Torres, J.","Abad, C.L.",Undirected,739,,,1,2017
"Vaca, C.","Abad, C.L.",Undirected,740,,,1,2017
"Ullón, H.","Zambrano, D.",Undirected,750,,,1,2017
"Ullón, H.","Domínguez, F.",Undirected,751,,,1,2017
"Zambrano, D.","Domínguez, F.",Undirected,752,,,1,2017
"Fiallos, A.","Ochoa, X.",Undirected,753,,,2,2017
"Dos Santos, H.L.","Nunes, J.B.C.",Undirected,754,,,1,2017
"Cechinel, C.","Nunes, J.B.C.",Undirected,755,,,1,2017
"Nunes, J.B.C.","Ochoa, X.",Undirected,756,,,1,2017
"Luzardo, G.","Philips, W.",Undirected,758,,,1,2017
"Aelterman, J.","Philips, W.",Undirected,759,,,1,2017
"Luong, H.","Philips, W.",Undirected,760,,,1,2017
"Rodríguez-Echeverría, J.","Gautama, S.",Undirected,761,,,1,2017
"Rodríguez-Echeverría, J.","Ochoa, D.",Undirected,762,,,1,2017
"Gautama, S.","Ochoa, D.",Undirected,763,,,3,2015
"Narvaez, R.B.","Villacis, D.M.",Undirected,764,,,1,2017
"Narvaez, R.B.","Chalen, T.M.",Undirected,765,,,1,2017
"Narvaez, R.B.","Velasquez, W.",Undirected,766,,,1,2017
"Villacis, D.M.","Chalen, T.M.",Undirected,767,,,1,2017
"Villacis, D.M.","Velasquez, W.",Undirected,768,,,1,2017
"Chalen, T.M.","Velasquez, W.",Undirected,769,,,1,2017
"Liao, W.","Donoso, D.E.O.",Undirected,770,,,1,2017
"Liao, W.","Van Coillie, F.",Undirected,771,,,1,2017
"Liao, W.","Gautama, S.",Undirected,772,,,1,2017
"Donoso, D.E.O.","Van Coillie, F.",Undirected,773,,,1,2017
"Donoso, D.E.O.","Gautama, S.",Undirected,774,,,1,2017
"Donoso, D.E.O.","Philips, W.",Undirected,775,,,1,2017
"Van Coillie, F.","Gautama, S.",Undirected,776,,,1,2017
"Van Coillie, F.","Philips, W.",Undirected,777,,,1,2017
"Gautama, S.","Philips, W.",Undirected,778,,,1,2017
"Douglas, A.","Idrovo, R.M.",Undirected,779,,,1,2017
"Douglas, A.","Valencia, A.J.",Undirected,780,,,1,2017
"Douglas, A.","Lopez, C.S.",Undirected,781,,,1,2017
"Idrovo, R.M.","Valencia, A.J.",Undirected,782,,,2,2017
"Idrovo, R.M.","Lopez, C.S.",Undirected,783,,,1,2017
"Valencia, A.J.","Lopez, C.S.",Undirected,784,,,1,2017
"Da Silva, B.","Dominguez, F.",Undirected,785,,,2,2017
"Dominguez, F.","Braeken, A.",Undirected,786,,,2,2017
"Dominguez, F.","Touhafi, A.",Undirected,787,,,2,2017
"Rivera, D.E.","Martín, C.A.",Undirected,793,,,2,2016
"Rivera, D.E.","Timms, K.P.",Undirected,794,,,1,2017
"Rivera, D.E.","Nandola, N.N.",Undirected,795,,,1,2017
"Rivera, D.E.","Hekler, E.B.",Undirected,796,,,5,2015
"Martín, C.A.","Timms, K.P.",Undirected,797,,,1,2017
"Martín, C.A.","Nandola, N.N.",Undirected,798,,,1,2017
"Timms, K.P.","Nandola, N.N.",Undirected,799,,,1,2017
"Timms, K.P.","Hekler, E.B.",Undirected,800,,,1,2017
"Nandola, N.N.","Hekler, E.B.",Undirected,801,,,1,2017
"Morales, L.E.M.","Monsalve, C.",Undirected,802,,,2,2016
"Morales, L.E.M.","Villavicencio, M.",Undirected,803,,,2,2016
"Monsalve, C.","Villavicencio, M.",Undirected,804,,,2,2016
"Castro, R.","Kuffó, L.",Undirected,820,,,1,2017
"Kuffó, L.","Vaca, C.",Undirected,821,,,1,2017
"Torres, J.","García, S.",Undirected,822,,,1,2017
"Torres, J.","Peláez, E.",Undirected,823,,,3,2016
"Jimenez, A.","García, S.",Undirected,824,,,1,2017
"Jimenez, A.","Peláez, E.",Undirected,825,,,1,2017
"García, S.","Peláez, E.",Undirected,826,,,1,2017
"García, S.","Ochoa, X.",Undirected,827,,,1,2017
"Peláez, E.","Ochoa, X.",Undirected,828,,,3,2015
"Lozano, E.","Cedeño, J.",Undirected,839,,,1,2017
"Lozano, E.","Castillo, G.",Undirected,840,,,1,2017
"Lozano, E.","Lasso, H.",Undirected,841,,,1,2017
"Lozano, E.","Vaca, C.",Undirected,842,,,2,2017
"Cedeño, J.","Castillo, G.",Undirected,843,,,1,2017
"Cedeño, J.","Lasso, H.",Undirected,844,,,1,2017
"Cedeño, J.","Vaca, C.",Undirected,845,,,1,2017
"Castillo, G.","Lasso, H.",Undirected,846,,,1,2017
"Lasso, H.","Vaca, C.",Undirected,847,,,1,2017
"Velasco, M.","San Lucas, C.",Undirected,848,,,1,2017
"Velasco, M.","Ortiz, K.",Undirected,849,,,1,2017
"Velasco, M.","Vélez, J.",Undirected,850,,,1,2017
"Velasco, M.","Vaca, C.",Undirected,851,,,1,2017
"San Lucas, C.","Ortiz, K.",Undirected,852,,,1,2017
"San Lucas, C.","Vélez, J.",Undirected,853,,,1,2017
"San Lucas, C.","Vaca, C.",Undirected,854,,,1,2017
"Ortiz, K.","Vélez, J.",Undirected,855,,,1,2017
"Vélez, J.","Vaca, C.",Undirected,856,,,1,2017
"Fiallos, A.","Vaca, C.",Undirected,857,,,1,2017
"Jimenes, K.","Vaca, C.",Undirected,858,,,1,2017
"Jimenes, K.","Ochoa, X.",Undirected,859,,,1,2017
"Vaca, C.","Ochoa, X.",Undirected,860,,,1,2017
"Zambrano, O.","Avendaño, A.",Undirected,861,,,1,2017
"Zambrano, O.","Yanez, W.",Undirected,862,,,1,2017
"Zambrano, O.","Vaca, C.",Undirected,863,,,1,2017
"Avendaño, A.","Yanez, W.",Undirected,864,,,1,2017
"Yanez, W.","Vaca, C.",Undirected,865,,,1,2017
"Echeverria, V.","Falcones, G.",Undirected,866,,,2,2017
"Echeverria, V.","Castells, J.",Undirected,867,,,2,2017
"Echeverria, V.","Chiluiza, K.",Undirected,868,,,4,2015
"Falcones, G.","Martinez-Maldonado, R.",Undirected,869,,,1,2017
"Falcones, G.","Chiluiza, K.",Undirected,870,,,3,2016
"Castells, J.","Martinez-Maldonado, R.",Undirected,871,,,1,2017
"Martinez-Maldonado, R.","Chiluiza, K.",Undirected,872,,,2,2017
"Wong-Villacres, M.","Ehsan, U.",Undirected,873,,,1,2017
"Wong-Villacres, M.","Solomon, A.",Undirected,874,,,1,2017
"Wong-Villacres, M.","Buil, M.P.",Undirected,875,,,1,2017
"Wong-Villacres, M.","Disalvo, B.",Undirected,876,,,1,2017
"Ehsan, U.","Solomon, A.",Undirected,877,,,1,2017
"Ehsan, U.","Buil, M.P.",Undirected,878,,,1,2017
"Ehsan, U.","Disalvo, B.",Undirected,879,,,1,2017
"Solomon, A.","Buil, M.P.",Undirected,880,,,1,2017
"Solomon, A.","Disalvo, B.",Undirected,881,,,1,2017
"Buil, M.P.","Disalvo, B.",Undirected,882,,,1,2017
"Valencia, A.J.","Sappa, A.D.",Undirected,883,,,1,2017
"Valencia, A.J.","Guingla, D.P.",Undirected,884,,,1,2017
"Valencia, A.J.","Ochoa, D.",Undirected,885,,,1,2017
"Idrovo, R.M.","Sappa, A.D.",Undirected,886,,,1,2017
"Idrovo, R.M.","Guingla, D.P.",Undirected,887,,,1,2017
"Idrovo, R.M.","Ochoa, D.",Undirected,888,,,1,2017
"Sappa, A.D.","Guingla, D.P.",Undirected,889,,,1,2017
"Sappa, A.D.","Ochoa, D.",Undirected,890,,,1,2017
"Guingla, D.P.","Ochoa, D.",Undirected,891,,,1,2017
"Puente, S.C.","Madrid, C.E.",Undirected,892,,,1,2017
"Puente, S.C.","Realpe, M.",Undirected,893,,,1,2017
"Puente, S.C.","Vintimilla, B.X.",Undirected,894,,,1,2017
"Madrid, C.E.","Realpe, M.",Undirected,895,,,1,2017
"Madrid, C.E.","Vintimilla, B.X.",Undirected,896,,,1,2017
"Realpe, M.","Vintimilla, B.X.",Undirected,897,,,2,2016
"Alvarado, A.","Bajaña, B.",Undirected,898,,,1,2017
"Alvarado, A.","Munoz, J.A.",Undirected,899,,,1,2017
"Alvarado, A.","Velásquez, W.",Undirected,900,,,1,2017
"Bajaña, B.","Munoz, J.A.",Undirected,901,,,1,2017
"Bajaña, B.","Velásquez, W.",Undirected,902,,,1,2017
"Munoz, J.A.","Velásquez, W.",Undirected,903,,,1,2017
"Boza, E.F.","San-Lucas, C.",Undirected,909,,,1,2017
"Boza, E.F.","Viteri, J.A.",Undirected,910,,,1,2017
"San-Lucas, C.","Abad, C.L.",Undirected,911,,,2,2016
"San-Lucas, C.","Viteri, J.A.",Undirected,912,,,1,2017
"Abad, C.L.","Viteri, J.A.",Undirected,913,,,1,2017
"Abad, C.L.","Abad, A.G.",Undirected,915,,,1,2017
"Abad, C.L.","Lucio, L.E.",Undirected,916,,,1,2017
"Abad, A.G.","Lucio, L.E.",Undirected,917,,,1,2017
"Xie, Q.","Pundir, M.",Undirected,918,,,1,2017
"Xie, Q.","Lu, Y.",Undirected,919,,,1,2017
"Xie, Q.","Abad, C.L.",Undirected,920,,,1,2017
"Xie, Q.","Campbell, R.H.",Undirected,921,,,1,2017
"Pundir, M.","Lu, Y.",Undirected,922,,,1,2017
"Pundir, M.","Abad, C.L.",Undirected,923,,,1,2017
"Pundir, M.","Campbell, R.H.",Undirected,924,,,1,2017
"Lu, Y.","Abad, C.L.",Undirected,925,,,1,2017
"Lu, Y.","Campbell, R.H.",Undirected,926,,,1,2017
"Abad, C.L.","Campbell, R.H.",Undirected,927,,,1,2017
"Vaca, C.","Peláez, E.",Undirected,928,,,2,2016
"Molenaar, I.","Ochoa, X.",Undirected,931,,,1,2017
"Molenaar, I.","Dawson, S.",Undirected,932,,,1,2017
"Ochoa, X.","Dawson, S.",Undirected,933,,,1,2017
"Spikol, D.","Worsley, M.",Undirected,934,,,1,2017
"Spikol, D.","Prieto, L.P.",Undirected,935,,,2,2017
"Spikol, D.","Rodríguez-Triana, M.J.",Undirected,936,,,2,2017
"Spikol, D.","Cukurova, M.",Undirected,937,,,1,2017
"Worsley, M.","Rodríguez-Triana, M.J.",Undirected,938,,,1,2017
"Worsley, M.","Cukurova, M.",Undirected,939,,,1,2017
"Prieto, L.P.","Rodríguez-Triana, M.J.",Undirected,940,,,2,2017
"Prieto, L.P.","Cukurova, M.",Undirected,941,,,1,2017
"Rodríguez-Triana, M.J.","Cukurova, M.",Undirected,942,,,1,2017
"Munoz-Arcentales, A.","Yánez-Pazmino, W.",Undirected,943,,,1,2017
"Munoz-Arcentales, A.","Vargas, W.V.",Undirected,944,,,2,2017
"Yánez-Pazmino, W.","Vargas, W.V.",Undirected,945,,,1,2017
"Vargas, W.V.","Rodríguez, J.S.",Undirected,946,,,1,2017
"Munoz-Arcentales, A.","Rodríguez, J.S.",Undirected,947,,,1,2017
"Villavicencio, M.","Revelo, H.V.",Undirected,948,,,1,2017
"Revelo, H.V.","Pincay, J.",Undirected,949,,,1,2017
"Morales, L.E.M.","Capel, M.I.",Undirected,950,,,1,2017
"Veriñaz Jadan, H.I.","Martinez Vera, C.R.",Undirected,951,,,1,2017
"Veriñaz Jadan, H.I.","Ponguillo, R.A.",Undirected,952,,,1,2017
"Veriñaz Jadan, H.I.","Padilla, V.S.",Undirected,953,,,1,2017
"Martinez Vera, C.R.","Ponguillo, R.A.",Undirected,954,,,1,2017
"Martinez Vera, C.R.","Padilla, V.S.",Undirected,955,,,1,2017
"Ponguillo, R.A.","Padilla, V.S.",Undirected,956,,,2,2016
"Espinoza, J.R.","Padilla, V.S.",Undirected,957,,,2,2017
"Espinoza, J.R.","Velasquez, W.",Undirected,958,,,1,2017
"Padilla, V.S.","Velasquez, W.",Undirected,959,,,1,2017
"Carrillo, G.E.","Villavicencio, M.",Undirected,960,,,1,2017
"Carrillo, G.E.","Pincay, J.",Undirected,961,,,1,2017
"Carrillo, G.E.","Boza, E.F.",Undirected,962,,,1,2017
"Pincay, J.","Boza, E.F.",Undirected,963,,,1,2017
"Lucas, P.","Astudillo, E.",Undirected,964,,,2,2015
"Astudillo, E.","Peláez, E.",Undirected,965,,,2,2015
"Oyola, A.","Romero, D.G.",Undirected,966,,,1,2017
"Oyola, A.","Vintimilla, B.X.",Undirected,967,,,1,2017
"Romero, D.G.","Vintimilla, B.X.",Undirected,968,,,2,2015
"Peralta, J.A.","Padilla, V.S.",Undirected,969,,,1,2017
"Peralta, J.A.","Espinoza, J.R.",Undirected,970,,,1,2017
"Lopez, A.J.","Semanjski, I.",Undirected,971,,,1,2017
"Lopez, A.J.","Gautama, S.",Undirected,972,,,2,2015
"Lopez, A.J.","Ochoa, D.",Undirected,973,,,2,2015
"Semanjski, I.","Gautama, S.",Undirected,974,,,1,2017
"Semanjski, I.","Ochoa, D.",Undirected,975,,,1,2017
"Falcones, G.","Granda, R.",Undirected,976,,,1,2017
"Echeverria, V.","Buckingham Shum, S.",Undirected,977,,,1,2017
"Martinez-Maldonado, R.","Buckingham Shum, S.",Undirected,978,,,1,2017
"Chiluiza, K.","Buckingham Shum, S.",Undirected,979,,,1,2017
"Aguilera, C.","Soria, X.",Undirected,986,,,1,2017
"Aguilera, C.","Sappa, A.D.",Undirected,987,,,1,2017
"Aguilera, C.","Toledo, R.",Undirected,988,,,1,2017
"Soria, X.","Toledo, R.",Undirected,989,,,1,2017
"Sappa, A.D.","Toledo, R.",Undirected,990,,,5,2015
"Ortiz-Rojas, M.","Chiluiza, K.",Undirected,992,,,2,2017
"Ortiz-Rojas, M.","Valcke, M.",Undirected,993,,,2,2017
"Chiluiza, K.","Valcke, M.",Undirected,994,,,2,2017
"Ochoa, D.","Bayona, O.",Undirected,995,,,2,2016
"Criollo, R.","Liao, W.",Undirected,996,,,1,2017
"Criollo, R.","Bayona, O.",Undirected,997,,,1,2017
"Liao, W.","Castro, R.",Undirected,998,,,1,2017
"Liao, W.","Bayona, O.",Undirected,999,,,1,2017
"Castro, R.","Bayona, O.",Undirected,1000,,,2,2016
"Mendoza, L.E.","Capel, M.I.",Undirected,1001,,,1,2017
"Mendieta, J.","Baquerizo, G.",Undirected,1003,,,1,2017
"Mendieta, J.","Villavicencio, M.",Undirected,1004,,,1,2017
"Mendieta, J.","Vaca, C.",Undirected,1005,,,2,2016
"Baquerizo, G.","Villavicencio, M.",Undirected,1006,,,2,2016
"Baquerizo, G.","Vaca, C.",Undirected,1007,,,3,2016
"Villavicencio, M.","Vaca, C.",Undirected,1008,,,2,2016
"Carvajal, J.A.","Romero, D.G.",Undirected,1016,,,1,2017
"Carvajal, J.A.","Sappa, A.D.",Undirected,1017,,,1,2017
"Romero, D.G.","Sappa, A.D.",Undirected,1018,,,2,2015
"Prieto, L.P.","Martínez-Maldonado, R.",Undirected,1024,,,1,2017
"Martínez-Maldonado, R.","Spikol, D.",Undirected,1025,,,1,2017
"Martínez-Maldonado, R.","Rodríguez-Triana, M.J.",Undirected,1026,,,1,2017
"Martínez-Maldonado, R.","Ochoa, X.",Undirected,1027,,,1,2017
"Spikol, D.","Ochoa, X.",Undirected,1028,,,1,2017
"Rodríguez-Triana, M.J.","Ochoa, X.",Undirected,1029,,,1,2017
"Aguilera, C.A.","Aguilera, F.J.",Undirected,1040,,,1,2016
"Aguilera, C.A.","Sappa, A.D.",Undirected,1041,,,4,2015
"Aguilera, C.A.","Toledo, R.",Undirected,1042,,,4,2015
"Aguilera, F.J.","Sappa, A.D.",Undirected,1043,,,1,2016
"Aguilera, F.J.","Toledo, R.",Undirected,1044,,,1,2016
"Cadena, A.","Carvajal, R.",Undirected,1045,,,1,2016
"Cadena, A.","Guaman, B.",Undirected,1046,,,1,2016
"Cadena, A.","Pelaez, E.",Undirected,1047,,,1,2016
"Cadena, A.","Chiluiza, K.",Undirected,1048,,,1,2016
"Carvajal, R.","Guaman, B.",Undirected,1049,,,1,2016
"Carvajal, R.","Pelaez, E.",Undirected,1050,,,1,2016
"Carvajal, R.","Chiluiza, K.",Undirected,1051,,,1,2016
"Guaman, B.","Pelaez, E.",Undirected,1052,,,1,2016
"Guaman, B.","Chiluiza, K.",Undirected,1053,,,1,2016
"Pelaez, E.","Chiluiza, K.",Undirected,1054,,,1,2016
"Falcones, G.","Wong-Villacres, M.",Undirected,1055,,,1,2016
"Falcones, G.","Barzola, V.E.",Undirected,1056,,,1,2016
"Wong-Villacres, M.","Barzola, V.E.",Undirected,1057,,,2,2016
"Wong-Villacres, M.","Chiluiza, K.",Undirected,1058,,,2,2015
"Barzola, V.E.","Chiluiza, K.",Undirected,1059,,,1,2016
"Asanza, V.","Ochoa, K.",Undirected,1063,,,1,2016
"Asanza, V.","Sacarelo, C.",Undirected,1064,,,1,2016
"Asanza, V.","Vaca, C.",Undirected,1065,,,1,2016
"Ochoa, K.","Sacarelo, C.",Undirected,1066,,,1,2016
"Ochoa, K.","Vaca, C.",Undirected,1067,,,1,2016
"Ochoa, K.","Pelaez, E.",Undirected,1068,,,1,2016
"Sacarelo, C.","Vaca, C.",Undirected,1069,,,1,2016
"Sacarelo, C.","Pelaez, E.",Undirected,1070,,,1,2016
"Vaca, C.","Pelaez, E.",Undirected,1071,,,1,2016
"Pita, O.","Baquerizo, G.",Undirected,1072,,,1,2016
"Pita, O.","Vaca, C.",Undirected,1073,,,1,2016
"Pita, O.","Villavicencio, M.",Undirected,1074,,,1,2016
"Pita, O.","Rodriguez, J.",Undirected,1075,,,1,2016
"Baquerizo, G.","Rodriguez, J.",Undirected,1076,,,1,2016
"Vaca, C.","Rodriguez, J.",Undirected,1077,,,1,2016
"Villavicencio, M.","Rodriguez, J.",Undirected,1078,,,1,2016
"Martin, C.A.","Rivera, D.E.",Undirected,1098,,,3,2015
"Martin, C.A.","Hekler, E.B.",Undirected,1099,,,4,2015
"Sappa, A.D.","Carvajal Ayala, J.A.",Undirected,1106,,,1,2016
"Aguilera, C.A.","Carvajal Ayala, J.A.",Undirected,1107,,,1,2016
"Aguilera, C.A.","Vintimilla, B.X.",Undirected,1108,,,1,2016
"Carvajal Ayala, J.A.","Vintimilla, B.X.",Undirected,1109,,,1,2016
"Carvajal Ayala, J.A.","Toledo, R.",Undirected,1110,,,1,2016
"Vintimilla, B.X.","Toledo, R.",Undirected,1111,,,1,2016
"Oliveira, M.","Santos, V.",Undirected,1112,,,3,2016
"Oliveira, M.","Sappa, A.D.",Undirected,1113,,,4,2015
"Oliveira, M.","Dias, P.",Undirected,1114,,,3,2016
"Oliveira, M.","Moreira, A.P.",Undirected,1115,,,2,2016
"Santos, V.","Sappa, A.D.",Undirected,1116,,,3,2016
"Santos, V.","Dias, P.",Undirected,1117,,,3,2016
"Santos, V.","Moreira, A.P.",Undirected,1118,,,2,2016
"Sappa, A.D.","Dias, P.",Undirected,1119,,,3,2016
"Sappa, A.D.","Moreira, A.P.",Undirected,1120,,,2,2016
"Dias, P.","Moreira, A.P.",Undirected,1121,,,2,2016
"Marin-Garcia, I.","Ramirez-Aguilera, A.M.",Undirected,1122,,,1,2016
"Marin-Garcia, I.","Guerra, V.",Undirected,1123,,,1,2016
"Marin-Garcia, I.","Rabadan, J.",Undirected,1124,,,1,2016
"Marin-Garcia, I.","Perez-Jimenez, R.",Undirected,1125,,,2,2015
"Ramirez-Aguilera, A.M.","Guerra, V.",Undirected,1126,,,1,2016
"Ramirez-Aguilera, A.M.","Rabadan, J.",Undirected,1127,,,1,2016
"Ramirez-Aguilera, A.M.","Perez-Jimenez, R.",Undirected,1128,,,1,2016
"Realpe, M.","Vlacic, L.",Undirected,1129,,,2,2015
"Vintimilla, B.X.","Vlacic, L.",Undirected,1130,,,1,2016
"Jimmy Banchon, Z.","Villavicencio, M.",Undirected,1137,,,1,2016
"Jimmy Banchon, Z.","Izquierdo, E.",Undirected,1138,,,1,2016
"Villavicencio, M.","Izquierdo, E.",Undirected,1139,,,1,2016
"Alcivar, I.","Abad, A.G.",Undirected,1157,,,1,2016
"Mendieta, J.","Suárez, S.",Undirected,1163,,,1,2016
"Mendieta, J.","Ochoa, D.",Undirected,1164,,,1,2016
"Mendieta, J.","Vergara, C.",Undirected,1165,,,1,2016
"Suárez, S.","Vaca, C.",Undirected,1166,,,1,2016
"Suárez, S.","Ochoa, D.",Undirected,1167,,,1,2016
"Suárez, S.","Vergara, C.",Undirected,1168,,,1,2016
"Vaca, C.","Ochoa, D.",Undirected,1169,,,1,2016
"Vaca, C.","Vergara, C.",Undirected,1170,,,1,2016
"Ochoa, D.","Vergara, C.",Undirected,1171,,,1,2016
"Torres, J.","Baquerizo, G.",Undirected,1172,,,1,2016
"Baquerizo, G.","Peláez, E.",Undirected,1173,,,1,2016
"Greer, J.","Molinaro, M.",Undirected,1174,,,1,2016
"Greer, J.","Ochoa, X.",Undirected,1175,,,1,2016
"Greer, J.","Mckay, T.",Undirected,1176,,,1,2016
"Molinaro, M.","Ochoa, X.",Undirected,1177,,,1,2016
"Molinaro, M.","Mckay, T.",Undirected,1178,,,1,2016
"Ochoa, X.","Mckay, T.",Undirected,1179,,,1,2016
"Ochoa, X.","Weibel, N.",Undirected,1180,,,1,2016
"Ochoa, X.","Oviatt, S.",Undirected,1181,,,1,2016
"Weibel, N.","Worsley, M.",Undirected,1182,,,1,2016
"Weibel, N.","Oviatt, S.",Undirected,1183,,,1,2016
"Worsley, M.","Oviatt, S.",Undirected,1184,,,1,2016
"Armijos, A.F.","Monsalve, C.",Undirected,1185,,,1,2016
"Armijos, A.F.","Ullón, R.H.",Undirected,1186,,,1,2016
"Armijos, A.F.","Maya, R.D.",Undirected,1187,,,1,2016
"Armijos, A.F.","Romero, J.A.",Undirected,1188,,,1,2016
"Monsalve, C.","Ullón, R.H.",Undirected,1189,,,1,2016
"Monsalve, C.","Maya, R.D.",Undirected,1190,,,1,2016
"Monsalve, C.","Romero, J.A.",Undirected,1191,,,1,2016
