Source;Target;Weight;Year
Sotelo, R.;Joskowicz, J.;8;2015
Sotelo, R.;Puddu, R.;1;2018
Sotelo, R.;Giusto, D.D.;2;2017
Sotelo, R.;Anedda, M.;2;2017
Joskowicz, J.;Puddu, R.;1;2018
Joskowicz, J.;Giusto, D.D.;2;2017
Joskowicz, J.;Anedda, M.;2;2017
Puddu, R.;Giusto, D.D.;1;2018
Puddu, R.;Anedda, M.;1;2018
Giusto, D.D.;Anedda, M.;2;2017
Sotelo, R.;Gonzalez, A.;1;2018
Joskowicz, J.;Gonzalez, A.;1;2018
Sotelo, R.;Rondan, N.;1;2017
Joskowicz, J.;Rondan, N.;1;2017
Sotelo, R.;Murroni, M.;1;2017
Joskowicz, J.;Murroni, M.;1;2017
Anedda, M.;Murroni, M.;1;2017
Murroni, M.;Giusto, D.D.;1;2017
Sotelo, R.;Perez, A.;1;2017
Juayek, M.;Sotelo, R.;3;2015
Sotelo, R.;Garella, J.P.;1;2015
Sotelo, R.;Duran, D.;1;2015
Joskowicz, J.;Garella, J.P.;1;2015
Joskowicz, J.;Duran, D.;1;2015
Joskowicz, J.;Juayek, M.;1;2015
Garella, J.P.;Duran, D.;1;2015
Garella, J.P.;Juayek, M.;1;2015
Duran, D.;Juayek, M.;1;2015
